,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_address,location_city,location_state,location_type,location_zip,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,vehicle_type,x_coordinate_state_plane,y_coordinate_state_plane
42,,DOHMH,Department of Health and Mental Hygiene,3013800054,BROOKLYN,,,,BROOKLYN,,08 BROOKLYN,Rodent,2020-03-22T00:19:49.000,ROCHESTER AVENUE,BUFFALO AVENUE,Mouse Sighting,,,1545 ST JOHNS PLACE,11213,ROCHESTER AVENUE,BUFFALO AVENUE,ST JOHNS PLACE,40.670351370538974,"{'type': 'Point', 'coordinates': [-73.92659084927746, 40.670351370538974]}",,,,3+ Family Apt. Building,,-73.92659084927746,MOBILE,BROOKLYN,Unspecified,,,,In Progress,ST JOHNS PLACE,,,45870440,,1004614,183512
43,,NYPD,New York City Police Department,1003620001,MANHATTAN,,,,NEW YORK,2020-03-22T06:05:41.000,03 MANHATTAN,Noise - Residential,2020-03-22T00:20:11.000,AVENUE D,FRANKLIN D ROOSEVELT DRIVE,Banging/Pounding,,,903 EAST    6 STREET,10009,AVENUE D,FRANKLIN D ROOSEVELT DRIVE,EAST    6 STREET,40.72206171900599,"{'type': 'Point', 'coordinates': [-73.9758395953869, 40.72206171900599]}",,,,Residential Building/House,,-73.9758395953869,ONLINE,MANHATTAN,Unspecified,2020-03-22T10:05:48.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,EAST    6 STREET,,,45874217,,990947,202344
44,,NYPD,New York City Police Department,1003620001,MANHATTAN,,,,NEW YORK,2020-03-22T06:05:26.000,03 MANHATTAN,Noise - Residential,2020-03-22T00:20:36.000,AVENUE D,FRANKLIN D ROOSEVELT DRIVE,Banging/Pounding,,,903 EAST    6 STREET,10009,AVENUE D,FRANKLIN D ROOSEVELT DRIVE,EAST    6 STREET,40.72206171900599,"{'type': 'Point', 'coordinates': [-73.9758395953869, 40.72206171900599]}",,,,Residential Building/House,,-73.9758395953869,ONLINE,MANHATTAN,Unspecified,2020-03-22T10:05:27.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,EAST    6 STREET,,,45874826,,990947,202344
45,,DOT,Department of Transportation,3062600020,BROOKLYN,,,,BROOKLYN,,11 BROOKLYN,Curb Condition,2020-03-22T00:21:13.000,17 AVENUE,18 AVENUE,Defacement,,,1734 78 STREET,11214,17 AVENUE,18 AVENUE,78 STREET,40.612531181030924,"{'type': 'Point', 'coordinates': [-73.99921482361663, 40.612531181030924]}",,,,Curb,,-73.99921482361663,ONLINE,BROOKLYN,Unspecified,,,,In Progress,78 STREET,,,45871568,,984468,162438
46,,NYPD,New York City Police Department,1000160015,MANHATTAN,,,,NEW YORK,2020-03-22T05:59:22.000,01 MANHATTAN,Blocked Driveway,2020-03-22T00:21:20.000,1 PLACE,2 PLACE,Partial Access,,,50 BATTERY PLACE,10280,1 PLACE,2 PLACE,BATTERY PLACE,40.70628322913576,"{'type': 'Point', 'coordinates': [-74.01790411531843, 40.70628322913576]}",,,,Street/Sidewalk,,-74.01790411531843,ONLINE,MANHATTAN,Unspecified,2020-03-22T09:59:26.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,BATTERY PLACE,,,45874800,,979286,196595
47,,NYPD,New York City Police Department,4098180049,QUEENS,,,,JAMAICA,2020-03-22T04:21:52.000,12 QUEENS,Noise - Residential,2020-03-22T00:21:39.000,MERRICK BOULEVARD,168 STREET,Loud Music/Party,,,166-05 88 AVENUE,11432,MERRICK BOULEVARD,168 STREET,88 AVENUE,40.70885075214852,"{'type': 'Point', 'coordinates': [-73.79565275343603, 40.70885075214852]}",,,,Residential Building/House,,-73.79565275343603,ONLINE,QUEENS,Unspecified,2020-03-22T08:21:57.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,88 AVENUE,,,45870272,,1040904,197596
48,,NYPD,New York City Police Department,1017260055,MANHATTAN,,,,NEW YORK,2020-03-22T06:28:35.000,10 MANHATTAN,Noise - Residential,2020-03-22T00:21:48.000,5 AVENUE,LENOX AVENUE,Loud Music/Party,,,34 WEST  129 STREET,10027,5 AVENUE,LENOX AVENUE,WEST  129 STREET,40.80960963267906,"{'type': 'Point', 'coordinates': [-73.94196693022266, 40.80960963267906]}",,,,Residential Building/House,,-73.94196693022266,PHONE,MANHATTAN,Unspecified,2020-03-22T10:28:40.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,WEST  129 STREET,,,45874090,,1000315,234245
49,,NYPD,New York City Police Department,4006530043,QUEENS,,,,ASTORIA,2020-03-22T00:59:36.000,01 QUEENS,Noise - Residential,2020-03-22T00:23:42.000,37 STREET,38 STREET,Loud Music/Party,,,37-02 ASTORIA BOULEVARD SOUTH,11103,37 STREET,38 STREET,ASTORIA BOULEVARD SOUTH,40.76912837934583,"{'type': 'Point', 'coordinates': [-73.91275961194128, 40.76912837934583]}",,,,Residential Building/House,,-73.91275961194128,ONLINE,QUEENS,Unspecified,2020-03-22T04:59:38.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,ASTORIA BOULEVARD SOUTH,,,45873894,,1008415,219503
50,,NYPD,New York City Police Department,3013800054,BROOKLYN,,,,BROOKLYN,2020-03-22T03:26:57.000,08 BROOKLYN,Illegal Parking,2020-03-22T00:24:10.000,ROCHESTER AVENUE,BUFFALO AVENUE,Posted Parking Sign Violation,,,1545 ST JOHNS PLACE,11213,ROCHESTER AVENUE,BUFFALO AVENUE,ST JOHNS PLACE,40.670351370538974,"{'type': 'Point', 'coordinates': [-73.92659084927746, 40.670351370538974]}",,,,Street/Sidewalk,,-73.92659084927746,MOBILE,BROOKLYN,Unspecified,2020-03-22T07:26:59.000,The Police Department responded to the complaint but officers were unable to gain entry into the pre,,Closed,ST JOHNS PLACE,,,45873445,,1004614,183512
51,,NYPD,New York City Police Department,2032490001,BRONX,,,,BRONX,2020-03-22T09:49:47.000,08 BRONX,Noise - Residential,2020-03-22T00:24:42.000,RESERVOIR AVENUE,UNIVERSITY AVENUE,Loud Music/Party,,,95 WEST  195 STREET,10468,RESERVOIR AVENUE,UNIVERSITY AVENUE,WEST  195 STREET,40.869953079487324,"{'type': 'Point', 'coordinates': [-73.89948798451081, 40.869953079487324]}",,,,Residential Building/House,,-73.89948798451081,ONLINE,BRONX,Unspecified,2020-03-22T13:49:50.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,WEST  195 STREET,,,45874829,,1012049,256241
52,,NYPD,New York City Police Department,4106560166,QUEENS,,,,QUEENS VILLAGE,2020-03-22T01:13:17.000,13 QUEENS,Illegal Parking,2020-03-22T00:24:55.000,89 AVENUE,90 AVENUE,Blocked Hydrant,,,89-58 VANDERVEER STREET,11427,89 AVENUE,90 AVENUE,VANDERVEER STREET,40.72415264650504,"{'type': 'Point', 'coordinates': [-73.74842340030449, 40.72415264650504]}",,,,Street/Sidewalk,,-73.74842340030449,ONLINE,QUEENS,Unspecified,2020-03-22T05:13:24.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,VANDERVEER STREET,,,45871732,,1053982,203205
53,,NYPD,New York City Police Department,1014720034,MANHATTAN,,,,NEW YORK,2020-03-22T07:41:15.000,08 MANHATTAN,Noise - Residential,2020-03-22T00:25:24.000,1 AVENUE,YORK AVENUE,Banging/Pounding,,,440 EAST   78 STREET,10075,1 AVENUE,YORK AVENUE,EAST   78 STREET,40.77123749893259,"{'type': 'Point', 'coordinates': [-73.95221032666362, 40.77123749893259]}",,,,Residential Building/House,,-73.95221032666362,ONLINE,MANHATTAN,Unspecified,2020-03-22T11:41:21.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,EAST   78 STREET,,,45874711,,997487,220263
54,,NYPD,New York City Police Department,2037720049,BRONX,,,,BRONX,2020-03-22T13:49:05.000,09 BRONX,Illegal Parking,2020-03-22T00:25:53.000,WESTCHESTER AVENUE,EAST  172 STREET,Blocked Hydrant,,,1247 ELDER AVENUE,10472,WESTCHESTER AVENUE,EAST  172 STREET,ELDER AVENUE,40.82980354821493,"{'type': 'Point', 'coordinates': [-73.87946846898927, 40.82980354821493]}",,,,Street/Sidewalk,,-73.87946846898927,ONLINE,BRONX,Unspecified,2020-03-22T17:49:08.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,ELDER AVENUE,,,45871480,,1017606,241620
55,,NYPD,New York City Police Department,4028190119,QUEENS,,,,MIDDLE VILLAGE,2020-03-22T01:54:32.000,05 QUEENS,Noise - Residential,2020-03-22T00:26:22.000,58 AVENUE,58 ROAD,Loud Music/Party,,,58-22 74 STREET,11379,58 AVENUE,58 ROAD,74 STREET,40.72553044487538,"{'type': 'Point', 'coordinates': [-73.88711806995715, 40.72553044487538]}",,,,Residential Building/House,,-73.88711806995715,ONLINE,QUEENS,Unspecified,2020-03-22T05:54:34.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,74 STREET,,,45872535,,1015538,203627
56,,NYPD,New York City Police Department,4019050127,QUEENS,,,,CORONA,2020-03-22T06:11:35.000,04 QUEENS,Blocked Driveway,2020-03-22T00:26:52.000,55 AVENUE,57 AVENUE,Partial Access,,,55-08 97 PLACE,11368,55 AVENUE,57 AVENUE,97 PLACE,40.73862501566743,"{'type': 'Point', 'coordinates': [-73.86367281090688, 40.73862501566743]}",,,,Street/Sidewalk,,-73.86367281090688,ONLINE,QUEENS,Unspecified,2020-03-22T10:11:40.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,97 PLACE,,,45872690,,1022029,208407
57,,NYPD,New York City Police Department,1017180037,MANHATTAN,,,,NEW YORK,2020-03-22T08:35:36.000,10 MANHATTAN,Noise - Residential,2020-03-22T00:27:31.000,5 AVENUE,MT MORRIS PARK WEST,Loud Music/Party,,,2 WEST  120 STREET,10027,5 AVENUE,MT MORRIS PARK WEST,WEST  120 STREET,40.803322884284654,"{'type': 'Point', 'coordinates': [-73.94485121581603, 40.803322884284654]}",,,,Residential Building/House,,-73.94485121581603,ONLINE,MANHATTAN,Unspecified,2020-03-22T12:35:38.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,WEST  120 STREET,,,45870907,,999518,231954
58,,NYPD,New York City Police Department,1021700091,MANHATTAN,,,,NEW YORK,2020-03-22T03:48:45.000,12 MANHATTAN,Noise - Residential,2020-03-22T00:27:35.000,WEST  193 STREET,HILLSIDE AVENUE,Loud Music/Party,,,4520 BROADWAY,10040,WEST  193 STREET,HILLSIDE AVENUE,BROADWAY,40.8585394720056,"{'type': 'Point', 'coordinates': [-73.93167918403869, 40.8585394720056]}",,,,Residential Building/House,,-73.93167918403869,MOBILE,MANHATTAN,Unspecified,2020-03-22T07:48:51.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,BROADWAY,,,45871563,,1003149,252074
59,,NYPD,New York City Police Department,2033490024,BRONX,,,,BRONX,2020-03-22T03:04:31.000,07 BRONX,Noise - Residential,2020-03-22T00:27:44.000,HULL AVENUE,DECATUR AVENUE,Banging/Pounding,,,346 EAST  205 STREET,10467,HULL AVENUE,DECATUR AVENUE,EAST  205 STREET,40.873528687593634,"{'type': 'Point', 'coordinates': [-73.8761493910505, 40.873528687593634]}",,,,Residential Building/House,,-73.8761493910505,ONLINE,BRONX,Unspecified,2020-03-22T07:04:37.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,EAST  205 STREET,,,45871549,,1018502,257552
60,ADDRESS,DSNY,Queens East 12,4102070059,QUEENS,,,,Jamaica,2020-03-24T12:00:00.000,12 QUEENS,Missed Collection (All Materials),2020-03-22T00:28:00.000,169 STREET,170 STREET,1 Missed Collection,,N/A,169-15 SAYRES AVENUE,11433,,,,40.692408238472325,"{'type': 'Point', 'coordinates': [-73.78148809022116, 40.692408238472325]}",,,,Sidewalk,,-73.78148809022116,PHONE,QUEENS,Unspecified,2020-03-24T12:00:00.000,The Department of Sanitation investigated this complaint and found no condition at the location.,,Closed,SAYRES AVENUE,,,45876821,,1044846,191615
61,,NYPD,New York City Police Department,3011240017,BROOKLYN,,,,BROOKLYN,2020-03-22T01:32:57.000,08 BROOKLYN,Noise - Residential,2020-03-22T00:28:37.000,WASHINGTON AVENUE,ST JAMES PLACE,Loud Music/Party,,,936 ATLANTIC AVENUE,11238,WASHINGTON AVENUE,ST JAMES PLACE,ATLANTIC AVENUE,40.68090617783801,"{'type': 'Point', 'coordinates': [-73.96345546779581, 40.68090617783801]}",,,,Residential Building/House,,-73.96345546779581,ONLINE,BROOKLYN,Unspecified,2020-03-22T05:33:00.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,ATLANTIC AVENUE,,,45872648,,994386,187351
62,,NYPD,New York City Police Department,3018060057,BROOKLYN,,,,BROOKLYN,2020-03-22T01:12:07.000,03 BROOKLYN,Noise - Residential,2020-03-22T00:28:42.000,THROOP AVENUE,MARCUS GARVEY BOULEVARD,Loud Music/Party,,,489 QUINCY STREET,11221,THROOP AVENUE,MARCUS GARVEY BOULEVARD,QUINCY STREET,40.688164625732476,"{'type': 'Point', 'coordinates': [-73.94025169251506, 40.688164625732476]}",,,,Residential Building/House,,-73.94025169251506,MOBILE,BROOKLYN,Unspecified,2020-03-22T05:12:09.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,QUINCY STREET,,,45870724,,1000820,189999
63,,NYPD,New York City Police Department,2047210017,BRONX,,,,BRONX,2020-03-24T09:50:16.000,12 BRONX,Noise - Residential,2020-03-22T00:30:20.000,BOSTON ROAD,HICKS STREET,Banging/Pounding,,,3449 CORSA AVENUE,10469,BOSTON ROAD,HICKS STREET,CORSA AVENUE,40.87744425342519,"{'type': 'Point', 'coordinates': [-73.84769076990938, 40.87744425342519]}",,,,Residential Building/House,,-73.84769076990938,PHONE,BRONX,Unspecified,2020-03-24T13:50:20.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,CORSA AVENUE,,,45872865,,1026370,258991
64,,DCA,Department of Consumer Affairs,1014957501,MANHATTAN,,,,NEW YORK,2020-03-23T15:05:08.000,08 MANHATTAN,Consumer Complaint,2020-03-22T00:32:17.000,EAST   83 STREET,EAST   84 STREET,Retail Store,,,1114 MADISON AVENUE,10028,EAST   83 STREET,EAST   84 STREET,MADISON AVENUE,40.7790053911327,"{'type': 'Point', 'coordinates': [-73.96017724670325, 40.7790053911327]}",,,,Commercial Building,,-73.96017724670325,ONLINE,MANHATTAN,Unspecified,2020-03-23T19:05:26.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,MADISON AVENUE,,,45870391,,995279,223092
65,,NYPD,New York City Police Department,2030270041,BRONX,,,,BRONX,2020-03-22T04:28:20.000,06 BRONX,Illegal Parking,2020-03-22T00:32:35.000,EAST TREMONT AVENUE,EAST  178 STREET,Posted Parking Sign Violation,,,4221 PARK AVENUE,10457,EAST TREMONT AVENUE,EAST  178 STREET,PARK AVENUE,40.84798419823404,"{'type': 'Point', 'coordinates': [-73.89915611829942, 40.84798419823404]}",,,,Street/Sidewalk,,-73.89915611829942,MOBILE,BRONX,Unspecified,2020-03-22T08:28:23.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,PARK AVENUE,,,45874157,,1012150,248237
66,,NYPD,New York City Police Department,4089880108,QUEENS,,,,WOODHAVEN,2020-03-22T07:00:57.000,09 QUEENS,Noise - Residential,2020-03-22T00:33:05.000,92 STREET,BEND,Loud Music/Party,,,92-30 93 AVENUE,11421,92 STREET,BEND,93 AVENUE,40.68825839530809,"{'type': 'Point', 'coordinates': [-73.85027198402734, 40.68825839530809]}",,,,Residential Building/House,,-73.85027198402734,MOBILE,QUEENS,Unspecified,2020-03-22T11:01:02.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,93 AVENUE,,,45871415,,1025774,190063
67,,NYPD,New York City Police Department,4008930101,QUEENS,,,,ASTORIA,,01 QUEENS,Noise - Residential,2020-03-22T00:33:12.000,20 STREET,21 STREET,Banging/Pounding,,,20-09 21 AVENUE,11105,20 STREET,21 STREET,21 AVENUE,40.78269192287354,"{'type': 'Point', 'coordinates': [-73.91515755458211, 40.78269192287354]}",,,,Residential Building/House,,-73.91515755458211,PHONE,QUEENS,Unspecified,,,,In Progress,21 AVENUE,,,45871483,,1007746,224444
68,,NYPD,New York City Police Department,3068350026,BROOKLYN,,,,BROOKLYN,2020-03-22T01:48:26.000,15 BROOKLYN,Noise - Residential,2020-03-22T00:33:35.000,AVENUE R,AVENUE S,Loud Music/Party,,,3202 NOSTRAND AVENUE,11229,AVENUE R,AVENUE S,NOSTRAND AVENUE,40.606176568602336,"{'type': 'Point', 'coordinates': [-73.94299009189348, 40.606176568602336]}",,,,Residential Building/House,,-73.94299009189348,ONLINE,BROOKLYN,Unspecified,2020-03-22T05:48:33.000,Your request can not be processed at this time because of insufficient contact information. Please c,,Closed,NOSTRAND AVENUE,,,45870718,,1000080,160128
69,,NYPD,New York City Police Department,1004020028,MANHATTAN,,,,NEW YORK,2020-03-22T07:50:34.000,03 MANHATTAN,Noise - Residential,2020-03-22T00:34:18.000,AVENUE A,AVENUE B,Loud Music/Party,,,168 EAST    7 STREET,10009,AVENUE A,AVENUE B,EAST    7 STREET,40.725405964811834,"{'type': 'Point', 'coordinates': [-73.98201859061965, 40.725405964811834]}",,,,Residential Building/House,,-73.98201859061965,ONLINE,MANHATTAN,Unspecified,2020-03-22T11:50:38.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,EAST    7 STREET,,,45870936,,989234,203562
70,,NYPD,New York City Police Department,3028660031,BROOKLYN,,,,BROOKLYN,2020-03-22T02:31:55.000,01 BROOKLYN,Noise - Residential,2020-03-22T00:34:38.000,HUMBOLDT STREET,WOODPOINT ROAD,Loud Music/Party,,,244 FROST STREET,11211,HUMBOLDT STREET,WOODPOINT ROAD,FROST STREET,40.718390505294714,"{'type': 'Point', 'coordinates': [-73.94125993384044, 40.718390505294714]}",,,,Residential Building/House,,-73.94125993384044,ONLINE,BROOKLYN,Unspecified,2020-03-22T06:32:03.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,FROST STREET,,,45871565,,1000533,201011
71,,NYPD,New York City Police Department,2045060001,BRONX,,,,BRONX,2020-03-22T09:20:51.000,11 BRONX,Noise - Residential,2020-03-22T00:34:39.000,ALLERTON AVENUE,BRITTON STREET,Loud Talking,,,2756 BRONX PARK EAST,10467,ALLERTON AVENUE,BRITTON STREET,BRONX PARK EAST,40.86606231485078,"{'type': 'Point', 'coordinates': [-73.87042555895647, 40.86606231485078]}",,,,Residential Building/House,,-73.87042555895647,MOBILE,BRONX,Unspecified,2020-03-22T13:20:53.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,BRONX PARK EAST,,,45873457,,1020089,254834
72,ADDRESS,DOB,Department of Buildings,3052180039,BROOKLYN,,,,BROOKLYN,2020-03-23T00:00:00.000,14 BROOKLYN,Elevator,2020-03-22T00:34:45.000,,,Elevator - Single Device On Property/No Alternate Service,,,601 EAST   18 STREET,11226,,,,40.63619823642374,"{'type': 'Point', 'coordinates': [-73.96055431186893, 40.63619823642374]}",,,,,,-73.96055431186893,UNKNOWN,BROOKLYN,Unspecified,2020-03-23T00:00:00.000,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",,Closed,EAST   18 STREET,,,45878051,,995198,171063
73,,NYPD,New York City Police Department,4033920041,QUEENS,,,,RIDGEWOOD,2020-03-22T08:25:26.000,05 QUEENS,Blocked Driveway,2020-03-22T00:34:49.000,GROVE STREET,LINDEN STREET,Partial Access,,,604 FAIRVIEW AVENUE,11385,GROVE STREET,LINDEN STREET,FAIRVIEW AVENUE,40.70714151419065,"{'type': 'Point', 'coordinates': [-73.9065900819359, 40.70714151419065]}",,,,Street/Sidewalk,,-73.9065900819359,MOBILE,QUEENS,Unspecified,2020-03-22T12:25:28.000,The Police Department issued a summons in response to the complaint.,,Closed,FAIRVIEW AVENUE,,,45870822,,1010148,196921
74,,NYPD,New York City Police Department,4094850057,QUEENS,,,,SOUTH RICHMOND HILL,2020-03-22T07:01:08.000,09 QUEENS,Noise - Residential,2020-03-22T00:35:12.000,101 AVENUE,103 AVENUE,Loud Music/Party,,,101-37 117 STREET,11419,101 AVENUE,103 AVENUE,117 STREET,40.68913229840077,"{'type': 'Point', 'coordinates': [-73.82750616234259, 40.68913229840077]}",,,,Residential Building/House,,-73.82750616234259,MOBILE,QUEENS,Unspecified,2020-03-22T11:01:15.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,117 STREET,,,45870287,,1032087,190393
