,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_address,location_city,location_state,location_type,location_zip,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_pick_up_location,unique_key,vehicle_type,x_coordinate_state_plane,y_coordinate_state_plane
43,INTERSECTION,DEP,Department of Environmental Protection,,STATEN ISLAND,,,STATEN ISLAND,,03 STATEN ISLAND,Noise,2020-03-24T00:34:00.000,,,Noise: Construction Before/After Hours (NM1),,N/A,,10307,ROCKAWAY STREET,HYLAN BOULEVARD,,40.505011617050485,"{'type': 'Point', 'coordinates': [-74.24073375454965, 40.505011617050485]}",,,,,,-74.24073375454965,ONLINE,STATEN ISLAND,Unspecified,2020-03-24T00:47:00.000,The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint.,,Started,,,45890050,,917304,123358
44,ADDRESS,DEP,Department of Environmental Protection,1010500061,MANHATTAN,,,NEW YORK,2020-03-24T21:00:00.000,04 MANHATTAN,Noise,2020-03-24T00:34:00.000,W 40 ST,W 41 ST,Noise: Construction Before/After Hours (NM1),,N/A,554 10 AVENUE,10018,,,,40.7588301303196,"{'type': 'Point', 'coordinates': [-73.99604022787479, 40.7588301303196]}",,,,,,-73.99604022787479,ONLINE,MANHATTAN,Unspecified,2020-03-24T21:00:00.000,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,10 AVENUE,,45887855,,985347,215739
45,INTERSECTION,DOT,Department of Transportation,,BRONX,,,BRONX,,09 BRONX,Street Light Condition,2020-03-24T00:35:00.000,,,Traffic Signal Light,,,,10472,BEACH AVENUE,WATSON AVENUE,,40.82780083396871,"{'type': 'Point', 'coordinates': [-73.8654196515226, 40.82780083396871]}",,,,,,-73.8654196515226,UNKNOWN,BRONX,Unspecified,2020-03-24T00:35:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Assigned,,,45883619,,1021495,240896
46,,NYPD,New York City Police Department,4097050039,QUEENS,,,JAMAICA,2020-03-24T04:34:32.000,08 QUEENS,Blocked Driveway,2020-03-24T00:35:04.000,148 STREET,150 STREET,No Access,,,148-47 87 ROAD,11435,148 STREET,150 STREET,87 ROAD,40.70681496416459,"{'type': 'Point', 'coordinates': [-73.80892130765598, 40.70681496416459]}",,,,Street/Sidewalk,,-73.80892130765598,ONLINE,QUEENS,Unspecified,2020-03-24T08:34:35.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,87 ROAD,,45880464,,1037227,196846
47,,NYPD,New York City Police Department,4004900101,QUEENS,,,ASTORIA,2020-03-24T01:03:57.000,01 QUEENS,Noise - Street/Sidewalk,2020-03-24T00:35:37.000,3 STREET,4 STREET,Loud Talking,,,3-04 27 AVENUE,11102,3 STREET,4 STREET,27 AVENUE,40.77496696541085,"{'type': 'Point', 'coordinates': [-73.93421646508578, 40.77496696541085]}",,,,Street/Sidewalk,,-73.93421646508578,ONLINE,QUEENS,Unspecified,2020-03-24T05:03:59.000,The Police Department responded to the complaint and a report was prepared.,,Closed,27 AVENUE,,45884259,,1002470,221625
48,,NYPD,New York City Police Department,3045140131,BROOKLYN,,,BROOKLYN,2020-03-24T01:48:49.000,05 BROOKLYN,Illegal Parking,2020-03-24T00:36:32.000,LORING AVENUE,STANLEY AVENUE,Blocked Hydrant,,,742 FORBELL STREET,11208,LORING AVENUE,STANLEY AVENUE,FORBELL STREET,40.66661299425075,"{'type': 'Point', 'coordinates': [-73.86114894641618, 40.66661299425075]}",,,,,,-73.86114894641618,PHONE,BROOKLYN,Unspecified,2020-03-24T05:48:54.000,The Police Department issued a summons in response to the complaint.,,Closed,FORBELL STREET,,45880470,,1022770,182172
49,,NYPD,New York City Police Department,3049030001,BROOKLYN,,,BROOKLYN,2020-03-24T07:20:06.000,17 BROOKLYN,Illegal Parking,2020-03-24T00:36:54.000,SNYDER AVENUE,TILDEN AVENUE,Blocked Hydrant,,,79 EAST   32 STREET,11226,SNYDER AVENUE,TILDEN AVENUE,EAST   32 STREET,40.64865430387043,"{'type': 'Point', 'coordinates': [-73.94741154473117, 40.64865430387043]}",,,,Street/Sidewalk,,-73.94741154473117,MOBILE,BROOKLYN,Unspecified,2020-03-24T11:20:08.000,The Police Department issued a summons in response to the complaint.,,Closed,EAST   32 STREET,,45880441,,998843,175603
50,ADDRESS,DEP,Department of Environmental Protection,1009960043,MANHATTAN,,,NEW YORK,2020-03-24T17:47:00.000,05 MANHATTAN,Noise,2020-03-24T00:37:00.000,AVENUE OF THE AMERICAS,BROADWAY,Noise: Construction Before/After Hours (NM1),,N/A,120 WEST   44 STREET,10036,,,,40.756460365934686,"{'type': 'Point', 'coordinates': [-73.98395212339567, 40.756460365934686]}",,,,,,-73.98395212339567,ONLINE,MANHATTAN,Unspecified,2020-03-24T17:47:00.000,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,,Closed,WEST   44 STREET,,45888892,,988696,214876
51,,NYPD,New York City Police Department,1003230001,MANHATTAN,,,NEW YORK,2020-03-24T06:13:01.000,03 MANHATTAN,Noise - Residential,2020-03-24T00:37:53.000,BEND,EAST HOUSTON STREET,Banging/Pounding,,,75 BARUCH DRIVE,10002,BEND,EAST HOUSTON STREET,BARUCH DRIVE,40.717423561327045,"{'type': 'Point', 'coordinates': [-73.97827626827603, 40.717423561327045]}",,,,Residential Building/House,,-73.97827626827603,MOBILE,MANHATTAN,Unspecified,2020-03-24T10:13:04.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,BARUCH DRIVE,,45883295,,990272,200654
52,,NYPD,New York City Police Department,3063190054,BROOKLYN,,,BROOKLYN,,11 BROOKLYN,Illegal Parking,2020-03-24T00:39:25.000,BAY PARKWAY,23 AVENUE,Blocked Hydrant,,,2251 83 STREET,11214,BAY PARKWAY,23 AVENUE,83 STREET,40.6029734463176,"{'type': 'Point', 'coordinates': [-73.9908997399686, 40.6029734463176]}",,,,Street/Sidewalk,,-73.9908997399686,ONLINE,BROOKLYN,Unspecified,,,,In Progress,83 STREET,,45880440,,986777,158956
53,INTERSECTION,DOT,Department of Transportation,,BROOKLYN,,,BROOKLYN,2020-03-24T00:47:00.000,06 BROOKLYN,Traffic Signal Condition,2020-03-24T00:41:00.000,,,Controller,,N/A,,11217,7 AVENUE,ST JOHNS PLACE,,40.67645155531428,"{'type': 'Point', 'coordinates': [-73.97410760700251, 40.67645155531428]}",,,,,,-73.97410760700251,UNKNOWN,BROOKLYN,Unspecified,2020-03-24T00:47:00.000,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",,Closed,,,45885166,,991432,185727
54,,NYPD,New York City Police Department,,QUEENS,,,CORONA,2020-03-24T08:55:22.000,04 QUEENS,Blocked Driveway,2020-03-24T00:42:06.000,WESTSIDE AVENUE,BEND,No Access,,,59-14 GRANGER STREET,11368,WESTSIDE AVENUE,BEND,GRANGER STREET,40.73800321803444,"{'type': 'Point', 'coordinates': [-73.85352333406696, 40.73800321803444]}",,,,Street/Sidewalk,,-73.85352333406696,MOBILE,QUEENS,Unspecified,2020-03-24T12:55:23.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,GRANGER STREET,,45884621,,1024842,208185
55,,NYPD,New York City Police Department,1015210029,MANHATTAN,,,NEW YORK,2020-03-24T07:26:46.000,08 MANHATTAN,Noise - Residential,2020-03-24T00:44:03.000,LEXINGTON AVENUE,3 AVENUE,Banging/Pounding,,,163 EAST   92 STREET,10128,LEXINGTON AVENUE,3 AVENUE,EAST   92 STREET,40.78303709018955,"{'type': 'Point', 'coordinates': [-73.95212963867431, 40.78303709018955]}",,,,Residential Building/House,,-73.95212963867431,PHONE,MANHATTAN,Unspecified,2020-03-24T11:26:50.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,EAST   92 STREET,,45884051,,997507,224562
56,,NYPD,New York City Police Department,1018220052,MANHATTAN,,,NEW YORK,2020-03-24T01:32:14.000,10 MANHATTAN,Illegal Parking,2020-03-24T00:44:26.000,WEST  112 STREET,WEST  113 STREET,Blocked Hydrant,,,55 ST NICHOLAS AVENUE,10026,WEST  112 STREET,WEST  113 STREET,ST NICHOLAS AVENUE,40.80049922435014,"{'type': 'Point', 'coordinates': [-73.95250716591497, 40.80049922435014]}",,,,Street/Sidewalk,,-73.95250716591497,MOBILE,MANHATTAN,Unspecified,2020-03-24T05:32:19.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,ST NICHOLAS AVENUE,,45882234,,997399,230924
57,,NYPD,New York City Police Department,4120220012,QUEENS,,,JAMAICA,2020-03-24T08:37:46.000,12 QUEENS,Animal-Abuse,2020-03-24T00:44:50.000,147 STREET,148 STREET,Other (complaint details),,,147-20 FOCH BOULEVARD,11436,147 STREET,148 STREET,FOCH BOULEVARD,40.680224254846344,"{'type': 'Point', 'coordinates': [-73.79342581036194, 40.680224254846344]}",,,,Residential Building/House,,-73.79342581036194,ONLINE,QUEENS,Unspecified,2020-03-24T12:37:47.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,FOCH BOULEVARD,,45880435,,1041546,187168
58,,DOHMH,Department of Health and Mental Hygiene,5016850088,STATEN ISLAND,,,STATEN ISLAND,,01 STATEN ISLAND,Food Establishment,2020-03-24T00:45:59.000,SAMUEL PLACE,GRANDVIEW AVENUE,Food Worker Hygiene,,,2222 FOREST AVENUE,10303,SAMUEL PLACE,GRANDVIEW AVENUE,FOREST AVENUE,40.62681996873384,"{'type': 'Point', 'coordinates': [-74.16323646699549, 40.62681996873384]}",,,,Restaurant/Bar/Deli/Bakery,,-74.16323646699549,MOBILE,STATEN ISLAND,Unspecified,,,,In Progress,FOREST AVENUE,,45883262,,938938,167686
59,,NYPD,New York City Police Department,3067120068,BROOKLYN,,,BROOKLYN,2020-03-24T06:21:28.000,14 BROOKLYN,Noise - Residential,2020-03-24T00:46:34.000,AVENUE I,AVENUE J,Loud Music/Party,,,1430 OCEAN AVENUE,11230,AVENUE I,AVENUE J,OCEAN AVENUE,40.62718844659327,"{'type': 'Point', 'coordinates': [-73.95668332760539, 40.62718844659327]}",,,,Residential Building/House,,-73.95668332760539,ONLINE,BROOKLYN,Unspecified,2020-03-24T10:21:29.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,OCEAN AVENUE,,45882576,,996274,167781
60,ADDRESS,DEP,Department of Environmental Protection,3039660019,BROOKLYN,,,BROOKLYN,2020-03-25T00:00:00.000,05 BROOKLYN,Noise,2020-03-24T00:47:00.000,JEROME ST,WARWICK ST,Noise: Construction Before/After Hours (NM1),,N/A,2904 ATLANTIC AVENUE,11207,,,,40.67728294656959,"{'type': 'Point', 'coordinates': [-73.88715286701924, 40.67728294656959]}",,,,,,-73.88715286701924,PHONE,BROOKLYN,Unspecified,2020-03-25T00:00:00.000,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,ATLANTIC AVENUE,,45885227,,1015551,186049
61,,NYPD,New York City Police Department,3010080129,BROOKLYN,,,BROOKLYN,2020-03-24T01:03:48.000,06 BROOKLYN,Noise - Vehicle,2020-03-24T00:47:48.000,2 AVENUE,3 AVENUE,Engine Idling,,,174 9 STREET,11215,2 AVENUE,3 AVENUE,9 STREET,40.67182923080629,"{'type': 'Point', 'coordinates': [-73.9918059969758, 40.67182923080629]}",,,,Street/Sidewalk,,-73.9918059969758,PHONE,BROOKLYN,Unspecified,2020-03-24T05:03:54.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,9 STREET,,45881382,,986523,184042
62,,DPR,Department of Parks and Recreation,4086420007,QUEENS,,,BELLEROSE,,13 QUEENS,Root/Sewer/Sidewalk Condition,2020-03-24T00:48:36.000,87 AVENUE,87 DRIVE,Trees and Sidewalks Program,,,87-29 249 STREET,11426,87 AVENUE,87 DRIVE,249 STREET,40.72963671917664,"{'type': 'Point', 'coordinates': [-73.71653619735784, 40.72963671917664]}",,,,Street,,-73.71653619735784,PHONE,QUEENS,Unspecified,,,,In Progress,249 STREET,,45879959,,1062814,205230
63,,NYPD,New York City Police Department,1020730043,MANHATTAN,,,NEW YORK,2020-03-24T01:35:26.000,09 MANHATTAN,Noise - Vehicle,2020-03-24T00:49:02.000,HAMILTON PLACE,BROADWAY,Engine Idling,,,504 WEST  142 STREET,10031,HAMILTON PLACE,BROADWAY,WEST  142 STREET,40.82372675034524,"{'type': 'Point', 'coordinates': [-73.95000834834764, 40.82372675034524]}",,,,Street/Sidewalk,,-73.95000834834764,MOBILE,MANHATTAN,Unspecified,2020-03-24T05:35:28.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,WEST  142 STREET,,45881871,,998086,239387
64,ADDRESS,DOB,Department of Buildings,1007400052,MANHATTAN,,,NEW YORK,2020-03-24T00:51:55.000,04 MANHATTAN,General Construction/Plumbing,2020-03-24T00:51:55.000,,,Building Permit - None,,,338 WEST   17 STREET,10011,,,,40.74216406811661,"{'type': 'Point', 'coordinates': [-74.00233124240046, 40.74216406811661]}",,,,,,-74.00233124240046,UNKNOWN,MANHATTAN,Unspecified,2020-03-24T00:00:00.000,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,,Open,WEST   17 STREET,,45888404,,983604,209667
65,,NYPD,New York City Police Department,3074280050,BROOKLYN,,,BROOKLYN,2020-03-24T01:56:26.000,15 BROOKLYN,Noise - Residential,2020-03-24T00:52:40.000,AVENUE X,AVENUE Y,Loud Music/Party,,,2469 BRAGG STREET,11235,AVENUE X,AVENUE Y,BRAGG STREET,40.59288729616928,"{'type': 'Point', 'coordinates': [-73.93463348555176, 40.59288729616928]}",,,,Residential Building/House,,-73.93463348555176,ONLINE,BROOKLYN,Unspecified,2020-03-24T05:56:31.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,BRAGG STREET,,45884898,,1002404,155288
66,,DCA,Department of Consumer Affairs,3039360042,BROOKLYN,,,BROOKLYN,,05 BROOKLYN,Consumer Complaint,2020-03-24T00:52:55.000,BARBEY STREET,JEROME STREET,Retail Store,,,2869 FULTON STREET,11207,BARBEY STREET,JEROME STREET,FULTON STREET,40.67865686334285,"{'type': 'Point', 'coordinates': [-73.88872245329644, 40.67865686334285]}",,,,Commercial Building,,-73.88872245329644,ONLINE,BROOKLYN,Unspecified,,,,In Progress,FULTON STREET,,45880538,,1015115,186549
67,ADDRESS,DOB,Department of Buildings,4104600066,QUEENS,,,Hollis,2020-03-24T00:53:00.000,12 QUEENS,Building/Use,2020-03-24T00:53:00.000,,,Illegal Conversion Of Residential Building/Space,,,90-31 195 PLACE,11423,,,,40.71406818791587,"{'type': 'Point', 'coordinates': [-73.76523506918981, 40.71406818791587]}",,,,,,-73.76523506918981,UNKNOWN,QUEENS,Unspecified,2020-03-24T00:00:00.000,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,,Open,195 PLACE,,45887302,,1049332,199518
68,,NYPD,New York City Police Department,,BROOKLYN,,,,2020-03-24T03:16:49.000,11 BROOKLYN,Noise - Residential,2020-03-24T00:53:46.000,19 AVENUE,BATH AVENUE,Loud Music/Party,,,19 AVENUE,11214,19 AVENUE,BATH AVENUE,,40.60266906958487,"{'type': 'Point', 'coordinates': [-74.00385327812751, 40.60266906958487]}",,,,Residential Building/House,,-74.00385327812751,PHONE,BROOKLYN,Unspecified,2020-03-24T07:16:56.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,19 AVENUE,,45879758,,983180,158845
69,,NYPD,New York City Police Department,1021800135,MANHATTAN,,,NEW YORK,2020-03-24T01:58:10.000,12 MANHATTAN,Illegal Parking,2020-03-24T00:54:04.000,WEST  184 STREET,WEST  186 STREET,Posted Parking Sign Violation,,,85 BENNETT AVENUE,10033,WEST  184 STREET,WEST  186 STREET,BENNETT AVENUE,40.85296162834726,"{'type': 'Point', 'coordinates': [-73.93538641416909, 40.85296162834726]}",,,,Street/Sidewalk,,-73.93538641416909,MOBILE,MANHATTAN,Unspecified,2020-03-24T05:58:16.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,BENNETT AVENUE,,45884872,,1002125,250041
70,ADDRESS,DHS,Department of Homeless Services,3047180001,BROOKLYN,,,BROOKLYN,2020-03-24T06:18:27.000,Unspecified BROOKLYN,Homeless Person Assistance,2020-03-24T00:55:49.000,ROCKAWAY PARKWAY,BROOKDALE HOSPITAL DRIVEWAY,,,,BROOKDALE HOSPITAL,11212,ROCKAWAY PARKWAY,BROOKDALE HOSPITAL DRIVEWAY,BROOKDALE HOSPITAL,40.65465483755571,"{'type': 'Point', 'coordinates': [-73.91215967628948, 40.65465483755571]}",,,,N/A,,-73.91215967628948,PHONE,BROOKLYN,Unspecified,2020-03-24T06:18:27.000,The mobile outreach response team went to the location provided but could not find the individual that you reported.,,Closed,BROOKDALE HOSPITAL,,45879716,,1008623,177797
71,ADDRESS,DOB,Department of Buildings,1007400052,MANHATTAN,,,NEW YORK,2020-03-25T00:00:00.000,04 MANHATTAN,General Construction/Plumbing,2020-03-24T00:56:16.000,,,Working Contrary To Stop Work Order,,,338 WEST   17 STREET,10011,,,,40.74216406811661,"{'type': 'Point', 'coordinates': [-74.00233124240046, 40.74216406811661]}",,,,,,-74.00233124240046,UNKNOWN,MANHATTAN,Unspecified,2020-03-25T00:00:00.000,The Department of Buildings attempted to investigate this complaint but could not gain access to the location. Please schedule an appointment for a follow up inspection by contacting the appropriate unit at Department of Buildings. You can find contact information at https://www1.nyc.gov/site/buildings/about/contact-us.page.,,Assigned,WEST   17 STREET,,45886162,,983604,209667
72,,DCA,Department of Consumer Affairs,4072270005,QUEENS,,,FRESH MEADOWS,,08 QUEENS,Consumer Complaint,2020-03-24T00:57:04.000,UTOPIA PARKWAY,177 STREET,Retail Store,,,176-60 UNION TURNPIKE,11366,UTOPIA PARKWAY,177 STREET,UNION TURNPIKE,40.7258552691698,"{'type': 'Point', 'coordinates': [-73.7914407474151, 40.7258552691698]}",,,,Commercial Building,,-73.7914407474151,ONLINE,QUEENS,Unspecified,,,,In Progress,UNION TURNPIKE,,45884012,,1042057,203794
73,,NYPD,New York City Police Department,2028080062,BRONX,,,BRONX,2020-03-24T11:25:39.000,05 BRONX,Noise - Residential,2020-03-24T00:58:27.000,CRESTON AVENUE,GRAND CONCOURSE,Loud Music/Party,,,165 EAST  179 STREET,10453,CRESTON AVENUE,GRAND CONCOURSE,EAST  179 STREET,40.851319006018336,"{'type': 'Point', 'coordinates': [-73.9056321454284, 40.851319006018336]}",,,,Residential Building/House,,-73.9056321454284,PHONE,BRONX,Unspecified,2020-03-24T15:25:41.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,EAST  179 STREET,,45883350,,1010357,249450
74,,NYPD,New York City Police Department,1020450079,MANHATTAN,,,NEW YORK,2020-03-24T01:10:42.000,10 MANHATTAN,Noise - Residential,2020-03-24T00:59:35.000,FREDERICK DOUGLASS BOULEVARD,BRADHURST AVENUE,Banging/Pounding,,,304 WEST  149 STREET,10039,FREDERICK DOUGLASS BOULEVARD,BRADHURST AVENUE,WEST  149 STREET,40.82548150834042,"{'type': 'Point', 'coordinates': [-73.94032351031115, 40.82548150834042]}",,,,Residential Building/House,,-73.94032351031115,ONLINE,MANHATTAN,Unspecified,2020-03-24T05:10:47.000,The Police Department responded to the complaint but officers were unable to gain entry into the pre,,Closed,WEST  149 STREET,,45881672,,1000766,240028
