,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_address,location_city,location_state,location_type,location_zip,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,vehicle_type,x_coordinate_state_plane,y_coordinate_state_plane
43,,NYPD,New York City Police Department,2031570064,BRONX,,,BRONX,2020-03-25T08:10:25.000,05 BRONX,Noise - Residential,2020-03-25T00:20:52.000,EAST  181 STREET,EAST  182 STREET,Banging/Pounding,,,2165 RYER AVENUE,10457,EAST  181 STREET,EAST  182 STREET,RYER AVENUE,40.85455863917999,"{'type': 'Point', 'coordinates': [-73.90015830400407, 40.85455863917999]}",,,,Residential Building/House,,-73.90015830400407,ONLINE,BRONX,Unspecified,2020-03-25T12:10:26.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,RYER AVENUE,,,45885370,,1011870,250632
44,,NYPD,New York City Police Department,4021440002,QUEENS,,,FOREST HILLS,2020-03-25T04:20:31.000,06 QUEENS,Noise - Residential,2020-03-25T00:22:31.000,YELLOWSTONE BOULEVARD,108 STREET,Loud Music/Party,,,105-10 62 ROAD,11375,YELLOWSTONE BOULEVARD,108 STREET,62 ROAD,40.735743912936805,"{'type': 'Point', 'coordinates': [-73.85323241259277, 40.735743912936805]}",,,,Residential Building/House,,-73.85323241259277,MOBILE,QUEENS,Unspecified,2020-03-25T08:20:37.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,62 ROAD,,,45886360,,1024924,207362
45,,NYPD,New York City Police Department,4021210051,QUEENS,,,FOREST HILLS,2020-03-25T04:20:49.000,06 QUEENS,Noise - Residential,2020-03-25T00:22:33.000,102 STREET,YELLOWSTONE BOULEVARD,Banging/Pounding,,,102-45 62 ROAD,11375,102 STREET,YELLOWSTONE BOULEVARD,62 ROAD,40.73510169459292,"{'type': 'Point', 'coordinates': [-73.8554457499332, 40.73510169459292]}",,,,,,-73.8554457499332,PHONE,QUEENS,Unspecified,2020-03-25T08:20:51.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,62 ROAD,,,45887889,,1024311,207127
46,,NYPD,New York City Police Department,1020250041,MANHATTAN,,,NEW YORK,,10 MANHATTAN,Noise - Residential,2020-03-25T00:22:53.000,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,Loud Music/Party,,,206 WEST  140 STREET,10030,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,WEST  140 STREET,40.81872212700037,"{'type': 'Point', 'coordinates': [-73.94200595120019, 40.81872212700037]}",,,,Residential Building/House,,-73.94200595120019,MOBILE,MANHATTAN,Unspecified,,,,In Progress,WEST  140 STREET,,,45886353,,1000302,237565
47,,NYPD,New York City Police Department,3008850024,BROOKLYN,,,BROOKLYN,2020-03-25T05:54:32.000,07 BROOKLYN,Noise - Residential,2020-03-25T00:23:53.000,5 AVENUE,6 AVENUE,Loud Music/Party,,,266 19 STREET,11215,5 AVENUE,6 AVENUE,19 STREET,40.66184643322583,"{'type': 'Point', 'coordinates': [-73.99124133412174, 40.66184643322583]}",,,,Residential Building/House,,-73.99124133412174,ONLINE,BROOKLYN,Unspecified,2020-03-25T09:54:36.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,19 STREET,,,45890734,,986680,180405
48,,NYPD,New York City Police Department,3013010001,BROOKLYN,,,BROOKLYN,2020-03-25T07:16:24.000,09 BROOKLYN,Noise - Park,2020-03-25T00:24:18.000,MONTGOMERY STREET,SULLIVAN PLACE,Loud Talking,,,945 FRANKLIN AVENUE,11225,MONTGOMERY STREET,SULLIVAN PLACE,FRANKLIN AVENUE,40.66593490606124,"{'type': 'Point', 'coordinates': [-73.95966801534188, 40.66593490606124]}",,,,Park/Playground,,-73.95966801534188,PHONE,BROOKLYN,Jackie Robinson Playground,2020-03-25T11:16:28.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,FRANKLIN AVENUE,,,45889286,,995439,181897
49,,NYPD,New York City Police Department,4023720143,QUEENS,,,MASPETH,2020-03-25T06:52:22.000,05 QUEENS,Noise - Residential,2020-03-25T00:24:25.000,53 AVENUE,53 DRIVE,Loud Music/Party,,,53-15 62 STREET,11378,53 AVENUE,53 DRIVE,62 STREET,40.73134654213511,"{'type': 'Point', 'coordinates': [-73.90206039581841, 40.73134654213511]}",,,,Residential Building/House,,-73.90206039581841,MOBILE,QUEENS,Unspecified,2020-03-25T10:52:25.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,62 STREET,,,45885400,,1011394,205741
50,,NYPD,New York City Police Department,3005870145,BROOKLYN,,,BROOKLYN,2020-03-25T03:56:16.000,06 BROOKLYN,Noise - Residential,2020-03-25T00:24:33.000,RICHARDS STREET,VAN BRUNT STREET,Loud Music/Party,,,94 COFFEY STREET,11231,RICHARDS STREET,VAN BRUNT STREET,COFFEY STREET,40.67575925749034,"{'type': 'Point', 'coordinates': [-74.01342554574973, 40.67575925749034]}",,,,Residential Building/House,,-74.01342554574973,MOBILE,BROOKLYN,Unspecified,2020-03-25T07:56:21.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,COFFEY STREET,,,45886374,,980526,185474
51,,NYPD,New York City Police Department,1009010056,MANHATTAN,,,NEW YORK,,06 MANHATTAN,Noise - Residential,2020-03-25T00:24:34.000,3 AVENUE,2 AVENUE,Loud Talking,,,202 EAST   21 STREET,10010,3 AVENUE,2 AVENUE,EAST   21 STREET,40.737384328147535,"{'type': 'Point', 'coordinates': [-73.9837185584909, 40.737384328147535]}",,,,Residential Building/House,,-73.9837185584909,ONLINE,MANHATTAN,Unspecified,,,,In Progress,EAST   21 STREET,,,45886376,,988762,207926
52,,NYPD,New York City Police Department,2031100063,BRONX,,,BRONX,2020-03-25T04:20:43.000,06 BRONX,Noise - Residential,2020-03-25T00:24:49.000,PROSPECT AVENUE,MAPES AVENUE,Loud Music/Party,,,788 EAST  182 STREET,10460,PROSPECT AVENUE,MAPES AVENUE,EAST  182 STREET,40.84888681154353,"{'type': 'Point', 'coordinates': [-73.8841255463514, 40.84888681154353]}",,,,Residential Building/House,,-73.8841255463514,PHONE,BRONX,Unspecified,2020-03-25T08:20:50.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,EAST  182 STREET,,,45888751,,1016308,248571
53,,DPR,Department of Parks and Recreation,3066050055,BROOKLYN,,,BROOKLYN,,11 BROOKLYN,Overgrown Tree/Branches,2020-03-25T00:25:37.000,65 STREET,AVENUE P,Hitting Building,,,1547 WEST    2 STREET,11204,65 STREET,AVENUE P,WEST    2 STREET,40.60969058978159,"{'type': 'Point', 'coordinates': [-73.97613957675605, 40.60969058978159]}",,,,Street,,-73.97613957675605,UNKNOWN,BROOKLYN,Unspecified,,,,In Progress,WEST    2 STREET,,,45888042,,990875,161404
54,,NYPD,New York City Police Department,4006240030,QUEENS,,,ASTORIA,2020-03-25T07:14:38.000,01 QUEENS,Noise - Residential,2020-03-25T00:26:06.000,31 AVENUE,BROADWAY,Loud Television,,,31-29 34 STREET,11106,31 AVENUE,BROADWAY,34 STREET,40.762374530122024,"{'type': 'Point', 'coordinates': [-73.92174249816807, 40.762374530122024]}",,,,Residential Building/House,,-73.92174249816807,ONLINE,QUEENS,Unspecified,2020-03-25T11:14:43.000,The Police Department responded to the complaint but officers were unable to gain entry into the pre,,Closed,34 STREET,,,45889333,,1005929,217040
55,,NYPD,New York City Police Department,1009010056,MANHATTAN,,,NEW YORK,,06 MANHATTAN,Noise - Residential,2020-03-25T00:30:21.000,3 AVENUE,2 AVENUE,Loud Talking,,,202 EAST   21 STREET,10010,3 AVENUE,2 AVENUE,EAST   21 STREET,40.737384328147535,"{'type': 'Point', 'coordinates': [-73.9837185584909, 40.737384328147535]}",,,,Residential Building/House,,-73.9837185584909,ONLINE,MANHATTAN,Unspecified,,,,In Progress,EAST   21 STREET,,,45885422,,988762,207926
56,,NYPD,New York City Police Department,1021230105,MANHATTAN,,,NEW YORK,2020-03-25T01:11:58.000,12 MANHATTAN,Noise - Residential,2020-03-25T00:30:44.000,AMSTERDAM AVENUE,AUDUBON AVENUE,Loud Music/Party,,,511 WEST  167 STREET,10032,AMSTERDAM AVENUE,AUDUBON AVENUE,WEST  167 STREET,40.839513919395486,"{'type': 'Point', 'coordinates': [-73.93784977799994, 40.839513919395486]}",,,,Residential Building/House,,-73.93784977799994,ONLINE,MANHATTAN,Unspecified,2020-03-25T05:12:03.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,WEST  167 STREET,,,45889919,,1001447,245141
57,,NYPD,New York City Police Department,4082760010,QUEENS,,,LITTLE NECK,2020-03-25T01:41:43.000,11 QUEENS,Blocked Driveway,2020-03-25T00:31:06.000,246 CRESCENT,246 CRESCENT,Partial Access,,,246-32 57 DRIVE,11362,246 CRESCENT,246 CRESCENT,57 DRIVE,40.75737768600084,"{'type': 'Point', 'coordinates': [-73.73482337271477, 40.75737768600084]}",,,,Street/Sidewalk,,-73.73482337271477,MOBILE,QUEENS,Unspecified,2020-03-25T05:41:47.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,57 DRIVE,,,45888420,,1057715,215321
58,,NYPD,New York City Police Department,4021130034,QUEENS,,,REGO PARK,2020-03-25T01:17:47.000,06 QUEENS,Noise - Residential,2020-03-25T00:32:44.000,99 STREET,102 STREET,Loud Music/Party,,,99-65 64 ROAD,11374,99 STREET,102 STREET,64 ROAD,40.730883886767586,"{'type': 'Point', 'coordinates': [-73.85397195881608, 40.730883886767586]}",,,,Residential Building/House,,-73.85397195881608,PHONE,QUEENS,Unspecified,2020-03-25T05:17:50.000,The Police Department responded to the complaint but officers were unable to gain entry into the pre,,Closed,64 ROAD,,,45886277,,1024722,205591
59,,NYPD,New York City Police Department,,BRONX,,,,,07 BRONX,Noise - Residential,2020-03-25T00:33:02.000,EAST  201 STREET,VALENTINE AVENUE,Loud Music/Party,,,EAST  201 STREET,10458,EAST  201 STREET,VALENTINE AVENUE,,40.872270408144196,"{'type': 'Point', 'coordinates': [-73.88561428002787, 40.872270408144196]}",,,,Residential Building/House,,-73.88561428002787,PHONE,BRONX,Unspecified,,,,In Progress,EAST  201 STREET,,,45889969,,1015885,257090
60,,NYPD,New York City Police Department,4090640043,QUEENS,,,OZONE PARK,2020-03-25T06:15:37.000,09 QUEENS,Noise - Residential,2020-03-25T00:33:34.000,97 AVENUE,101 AVENUE,Loud Music/Party,,,97-39 90 STREET,11416,97 AVENUE,101 AVENUE,90 STREET,40.68447151076854,"{'type': 'Point', 'coordinates': [-73.85096915987455, 40.68447151076854]}",,,,Residential Building/House,,-73.85096915987455,MOBILE,QUEENS,Unspecified,2020-03-25T10:15:41.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,90 STREET,,,45888708,,1025583,188683
61,,NYPD,New York City Police Department,1003720001,MANHATTAN,,,NEW YORK,2020-03-25T01:46:00.000,03 MANHATTAN,Noise - Residential,2020-03-25T00:33:54.000,EAST    2 STREET,EAST    3 STREET,Loud Talking,,,14 AVENUE C,10009,EAST    2 STREET,EAST    3 STREET,AVENUE C,40.72110202350278,"{'type': 'Point', 'coordinates': [-73.98101684070768, 40.72110202350278]}",,,,Residential Building/House,,-73.98101684070768,ONLINE,MANHATTAN,Unspecified,2020-03-25T05:46:07.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,AVENUE C,,,45889877,,989512,201994
62,,NYPD,New York City Police Department,1005580030,MANHATTAN,,,NEW YORK,2020-03-25T01:46:31.000,03 MANHATTAN,Noise - Commercial,2020-03-25T00:34:03.000,EAST   12 STREET,EAST   13 STREET,Loud Music/Party,,,100 3 AVENUE,10003,EAST   12 STREET,EAST   13 STREET,3 AVENUE,40.73240036503256,"{'type': 'Point', 'coordinates': [-73.9878439553108, 40.73240036503256]}",,,,Club/Bar/Restaurant,,-73.9878439553108,PHONE,MANHATTAN,Unspecified,2020-03-25T05:46:37.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,3 AVENUE,,,45888552,,987619,206110
63,,NYPD,New York City Police Department,3064140006,BROOKLYN,,,BROOKLYN,2020-03-25T01:45:02.000,11 BROOKLYN,Noise - Residential,2020-03-25T00:34:54.000,BENSON AVENUE,BATH AVENUE,Banging/Pounding,,,159 BAY   29 STREET,11214,BENSON AVENUE,BATH AVENUE,BAY   29 STREET,40.5993808445779,"{'type': 'Point', 'coordinates': [-73.99771695512037, 40.5993808445779]}",,,,Residential Building/House,,-73.99771695512037,PHONE,BROOKLYN,Unspecified,2020-03-25T05:45:07.000,The Police Department responded to the complaint but officers were unable to gain entry into the pre,,Closed,BAY   29 STREET,,,45886274,,984884,157647
64,,NYPD,New York City Police Department,,QUEENS,,,,2020-03-25T06:35:13.000,Unspecified QUEENS,Noise - Street/Sidewalk,2020-03-25T00:35:41.000,HOLLIS AVENUE,111 AVENUE,Loud Talking,,,204 STREET,11412,HOLLIS AVENUE,111 AVENUE,,,,,,,,,,PHONE,QUEENS,Unspecified,2020-03-25T10:35:17.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,204 STREET,,,45890749,,,
65,,NYPD,New York City Police Department,2028320004,BRONX,,,BRONX,2020-03-25T02:51:17.000,04 BRONX,Noise - Residential,2020-03-25T00:38:02.000,EAST  170 STREET,EAST  171 STREET,Loud Music/Party,,,1410 GRAND CONCOURSE,10456,EAST  170 STREET,EAST  171 STREET,GRAND CONCOURSE,40.83910301391248,"{'type': 'Point', 'coordinates': [-73.91353159598717, 40.83910301391248]}",,,,Residential Building/House,,-73.91353159598717,PHONE,BRONX,Unspecified,2020-03-25T06:51:25.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,GRAND CONCOURSE,,,45886473,,1008176,244997
66,,NYPD,New York City Police Department,3070490015,BROOKLYN,,,BROOKLYN,2020-03-25T02:46:02.000,13 BROOKLYN,Blocked Driveway,2020-03-25T00:39:04.000,MERMAID AVENUE,SURF AVENUE,Partial Access,,,2962 WEST   31 STREET,11224,MERMAID AVENUE,SURF AVENUE,WEST   31 STREET,40.57354127729389,"{'type': 'Point', 'coordinates': [-73.99719949244114, 40.57354127729389]}",,,,,,-73.99719949244114,PHONE,BROOKLYN,Unspecified,2020-03-25T06:46:08.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,WEST   31 STREET,,,45888803,,985028,148233
67,,NYPD,New York City Police Department,2026390001,BRONX,,,BRONX,2020-03-25T01:52:29.000,03 BRONX,Noise - Residential,2020-03-25T00:39:19.000,TRINITY AVENUE,TINTON AVENUE,Loud Music/Party,,,735 EAST  163 STREET,10456,TRINITY AVENUE,TINTON AVENUE,EAST  163 STREET,40.823053048745244,"{'type': 'Point', 'coordinates': [-73.90451964429563, 40.823053048745244]}",,,,Residential Building/House,,-73.90451964429563,ONLINE,BRONX,Unspecified,2020-03-25T05:52:32.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,EAST  163 STREET,,,45889253,,1010676,239152
68,,NYPD,New York City Police Department,4111600088,QUEENS,,,QUEENS VILLAGE,2020-03-25T01:48:53.000,13 QUEENS,Blocked Driveway,2020-03-25T00:40:08.000,223 STREET,CROSS ISLAND PKWY SB EN  225 ST,No Access,,,223-18 103 AVENUE,11429,223 STREET,CROSS ISLAND PKWY SB EN  225 ST,103 AVENUE,40.71138621574169,"{'type': 'Point', 'coordinates': [-73.7312008659521, 40.71138621574169]}",,,,Street/Sidewalk,,-73.7312008659521,PHONE,QUEENS,Unspecified,2020-03-25T05:48:56.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,103 AVENUE,,,45886120,,1058770,198568
69,,NYPD,New York City Police Department,2033030010,BRONX,,,BRONX,,07 BRONX,Noise - Street/Sidewalk,2020-03-25T00:40:11.000,BEDFORD PARK BOULEVARD,EAST  201 STREET,Loud Music/Party,,,2974 VALENTINE AVENUE,10458,BEDFORD PARK BOULEVARD,EAST  201 STREET,VALENTINE AVENUE,40.8718017021353,"{'type': 'Point', 'coordinates': [-73.88625869390397, 40.8718017021353]}",,,,Street/Sidewalk,,-73.88625869390397,MOBILE,BRONX,Unspecified,,,,In Progress,VALENTINE AVENUE,,,45885406,,1015707,256919
70,,DOHMH,Department of Health and Mental Hygiene,3071040275,BROOKLYN,,,BROOKLYN,,15 BROOKLYN,Illegal Animal Sold,2020-03-25T00:40:35.000,MCDONALD AVENUE,WEST STREET,Snake,,,16 SLOAN PLACE,11223,MCDONALD AVENUE,WEST STREET,SLOAN PLACE,40.598570593356236,"{'type': 'Point', 'coordinates': [-73.97244535061692, 40.598570593356236]}",,,,Residence,,-73.97244535061692,ONLINE,BROOKLYN,Unspecified,,,,In Progress,SLOAN PLACE,,,45886576,,991902,157353
71,,NYPD,New York City Police Department,3066270001,BROOKLYN,,,BROOKLYN,2020-03-25T03:10:55.000,11 BROOKLYN,Noise - Residential,2020-03-25T00:40:58.000,AVENUE P,QUENTIN ROAD,Banging/Pounding,,,1601 WEST    5 STREET,11223,AVENUE P,QUENTIN ROAD,WEST    5 STREET,40.607865790854525,"{'type': 'Point', 'coordinates': [-73.97862884813651, 40.607865790854525]}",,,,Residential Building/House,,-73.97862884813651,PHONE,BROOKLYN,Unspecified,2020-03-25T07:11:01.000,The Police Department responded to the complaint but officers were unable to gain entry into the pre,,Closed,WEST    5 STREET,,,45887109,,990184,160739
72,,NYPD,New York City Police Department,2028700016,BRONX,,,BRONX,2020-03-25T08:10:00.000,05 BRONX,Noise - Residential,2020-03-25T00:41:02.000,WEST TREMONT AVENUE,WEST BURNSIDE AVENUE,Banging/Pounding,,,2010 GRAND AVENUE,10453,WEST TREMONT AVENUE,WEST BURNSIDE AVENUE,GRAND AVENUE,40.85329321354043,"{'type': 'Point', 'coordinates': [-73.91002489959818, 40.85329321354043]}",,,,,,-73.91002489959818,PHONE,BRONX,Unspecified,2020-03-25T12:10:01.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,GRAND AVENUE,,,45885371,,1009141,250168
73,,NYPD,New York City Police Department,,QUEENS,,,CORONA,2020-03-25T01:37:24.000,04 QUEENS,Noise - Street/Sidewalk,2020-03-25T00:41:12.000,50 AVENUE,CHRISTIE AVENUE,Loud Music/Party,,,50-27 97 PLACE,11368,50 AVENUE,CHRISTIE AVENUE,97 PLACE,40.74196695968774,"{'type': 'Point', 'coordinates': [-73.86501202825038, 40.74196695968774]}",,,,Street/Sidewalk,,-73.86501202825038,MOBILE,QUEENS,Unspecified,2020-03-25T05:37:30.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,97 PLACE,,,45887811,,1021656,209624
74,,NYPD,New York City Police Department,4028520002,QUEENS,,,ELMHURST,2020-03-25T06:05:16.000,04 QUEENS,Blocked Driveway,2020-03-25T00:41:13.000,SEABURY STREET,QUEENS BOULEVARD,No Access,,,87-03 55 AVENUE,11373,SEABURY STREET,QUEENS BOULEVARD,55 AVENUE,40.73502501041396,"{'type': 'Point', 'coordinates': [-73.87684344332169, 40.73502501041396]}",,,,Street/Sidewalk,,-73.87684344332169,ONLINE,QUEENS,Unspecified,2020-03-25T10:05:17.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,55 AVENUE,,,45888150,,1018381,207090
75,,NYPD,New York City Police Department,1018220024,MANHATTAN,,,NEW YORK,2020-03-25T02:33:35.000,10 MANHATTAN,Noise - Street/Sidewalk,2020-03-25T00:41:18.000,LENOX AVENUE,ST NICHOLAS AVENUE,Loud Talking,,,109 WEST  112 STREET,10026,LENOX AVENUE,ST NICHOLAS AVENUE,WEST  112 STREET,40.79969209387054,"{'type': 'Point', 'coordinates': [-73.95207070748377, 40.79969209387054]}",,,,Street/Sidewalk,,-73.95207070748377,MOBILE,MANHATTAN,Unspecified,2020-03-25T06:33:42.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,WEST  112 STREET,,,45885441,,997520,230630
76,,NYPD,New York City Police Department,2031420200,BRONX,,,BRONX,2020-03-25T08:08:06.000,05 BRONX,Noise - Residential,2020-03-25T00:41:27.000,BEND,EAST  178 STREET,Banging/Pounding,,,1880 VALENTINE AVENUE,10457,BEND,EAST  178 STREET,VALENTINE AVENUE,40.849105556249455,"{'type': 'Point', 'coordinates': [-73.90090746944351, 40.849105556249455]}",,,,,,-73.90090746944351,PHONE,BRONX,Unspecified,2020-03-25T12:08:09.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,VALENTINE AVENUE,,,45889389,,1011665,248645
