,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_address,location_city,location_state,location_type,location_zip,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
43,INTERSECTION,DEP,Department of Environmental Protection,,STATEN ISLAND,,,STATEN ISLAND,2020-03-19T01:45:00.000,01 STATEN ISLAND,Noise,2020-03-18T00:21:00.000,,,Noise: Construction Before/After Hours (NM1),,N/A,,10301,VICTORY BOULEVARD,JERSEY STREET,,40.635738093577814,"{'type': 'Point', 'coordinates': [-74.08373324622873, 40.635738093577814]}",,,,,,-74.08373324622873,ONLINE,STATEN ISLAND,Unspecified,2020-03-19T01:45:00.000,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,,,,45851240,961010,170904
44,INTERSECTION,DEP,Department of Environmental Protection,,BROOKLYN,,,BROOKLYN,2020-03-18T00:25:00.000,10 BROOKLYN,Water System,2020-03-18T00:21:00.000,,,Hydrant Running (WC3),,,,11209,93 STREET,RIDGE BOULEVARD,,40.61927508289475,"{'type': 'Point', 'coordinates': [-74.03571112545919, 40.61927508289475]}",,,,,,-74.03571112545919,PHONE,BROOKLYN,Unspecified,2020-03-18T00:25:00.000,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,,Closed,,,,45856306,974336,164897
45,ADDRESS,DEP,Department of Environmental Protection,1012040001,MANHATTAN,,,NEW YORK,2020-03-18T06:44:00.000,07 MANHATTAN,Noise,2020-03-18T00:21:00.000,CENTRAL PARK W,COLUMBUS AVE,Noise: Alarms (NR3),,N/A,65 WEST   90 STREET,10024,,,,40.788815226365514,"{'type': 'Point', 'coordinates': [-73.96971233668292, 40.788815226365514]}",,,,,,-73.96971233668292,ONLINE,MANHATTAN,Unspecified,2020-03-18T06:44:00.000,The Department of Environmental Protection researched this complaint and determined that it could be closed.,,Closed,WEST   90 STREET,,,45853287,992637,226665
46,,NYPD,New York City Police Department,,QUEENS,,,CORONA,2020-03-18T08:07:20.000,03 QUEENS,Noise - Residential,2020-03-18T00:21:07.000,34 AVENUE,37 AVENUE,Loud Music/Party,,,35-22 112 STREET,11368,34 AVENUE,37 AVENUE,112 STREET,40.75608136898891,"{'type': 'Point', 'coordinates': [-73.85666715363568, 40.75608136898891]}",,,,Residential Building/House,,-73.85666715363568,PHONE,QUEENS,Unspecified,2020-03-18T12:07:23.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,112 STREET,,,45844525,1023960,214770
47,,NYPD,New York City Police Department,4162280041,QUEENS,,,FAR ROCKAWAY,2020-03-18T02:10:21.000,14 QUEENS,Illegal Parking,2020-03-18T00:21:57.000,OCEAN PROMENADE,ROCKAWAY BEACH BOULEVARD,Posted Parking Sign Violation,,,129 BEACH  118 STREET,11694,OCEAN PROMENADE,ROCKAWAY BEACH BOULEVARD,BEACH  118 STREET,40.577981025370796,"{'type': 'Point', 'coordinates': [-73.83821484766423, 40.577981025370796]}",,,,,,-73.83821484766423,PHONE,QUEENS,Unspecified,2020-03-18T06:10:30.000,The Police Department issued a summons in response to the complaint.,,Closed,BEACH  118 STREET,,,45843510,1029192,149892
48,,NYPD,New York City Police Department,4031680013,QUEENS,,,REGO PARK,2020-03-18T00:54:36.000,06 QUEENS,Noise - Residential,2020-03-18T00:22:23.000,WETHEROLE STREET,BOOTH STREET,Banging/Pounding,,,98-30 67 AVENUE,11374,WETHEROLE STREET,BOOTH STREET,67 AVENUE,40.72502241781684,"{'type': 'Point', 'coordinates': [-73.8550310677977, 40.72502241781684]}",,,,Residential Building/House,,-73.8550310677977,MOBILE,QUEENS,Unspecified,2020-03-18T04:54:38.000,The Police Department responded to the complaint but officers were unable to gain entry into the pre,,Closed,67 AVENUE,,,45846093,1024432,203455
49,,NYPD,New York City Police Department,4090200031,QUEENS,,,OZONE PARK,2020-03-18T04:02:17.000,09 QUEENS,Noise - Residential,2020-03-18T00:23:24.000,ATLANTIC AVENUE,95 AVENUE,Loud Music/Party,,,94-19 86 STREET,11416,ATLANTIC AVENUE,95 AVENUE,86 STREET,40.685797492947444,"{'type': 'Point', 'coordinates': [-73.85547330754713, 40.685797492947444]}",,,,Residential Building/House,,-73.85547330754713,MOBILE,QUEENS,Unspecified,2020-03-18T08:02:20.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,86 STREET,,,45847407,1024333,189164
50,,NYPD,New York City Police Department,1020530026,MANHATTAN,,,NEW YORK,2020-03-18T05:18:45.000,09 MANHATTAN,Noise - Residential,2020-03-18T00:23:49.000,WEST  145 STREET,WEST  150 STREET,Loud Television,,,313 EDGECOMBE AVENUE,10031,WEST  145 STREET,WEST  150 STREET,EDGECOMBE AVENUE,40.82514789126257,"{'type': 'Point', 'coordinates': [-73.94276635677542, 40.82514789126257]}",,,,Residential Building/House,,-73.94276635677542,ONLINE,MANHATTAN,Unspecified,2020-03-18T09:18:51.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,EDGECOMBE AVENUE,,,45845413,1000090,239906
51,INTERSECTION,DEP,Department of Environmental Protection,,MANHATTAN,,,NEW YORK,2020-03-18T06:56:00.000,04 MANHATTAN,Noise,2020-03-18T00:24:00.000,,,Noise: Construction Before/After Hours (NM1),,N/A,,10018,WEST 36 STREET,10 AVENUE,,40.75587134966489,"{'type': 'Point', 'coordinates': [-73.99821330889961, 40.75587134966489]}",,,,,,-73.99821330889961,PHONE,MANHATTAN,Unspecified,2020-03-18T06:56:00.000,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,,Closed,,,,45853329,984745,214661
52,,NYPD,New York City Police Department,3046680020,BROOKLYN,,,BROOKLYN,2020-03-18T02:47:57.000,17 BROOKLYN,Noise - Residential,2020-03-18T00:24:37.000,LENOX ROAD,WILLMOHR STREET,Loud Music/Party,,,376 EAST   94 STREET,11212,LENOX ROAD,WILLMOHR STREET,EAST   94 STREET,40.65729827282237,"{'type': 'Point', 'coordinates': [-73.91996998230053, 40.65729827282237]}",,,,Residential Building/House,,-73.91996998230053,MOBILE,BROOKLYN,Unspecified,2020-03-18T06:48:03.000,The Police Department responded to the complaint but officers were unable to gain entry into the pre,,Closed,EAST   94 STREET,,,45842703,1006455,178758
53,,NYPD,New York City Police Department,2031560141,BRONX,,,BRONX,2020-03-18T08:10:22.000,05 BRONX,Noise - Residential,2020-03-18T00:25:43.000,ANTHONY AVENUE,RYER AVENUE,Loud Music/Party,,,210 EAST  181 STREET,10457,ANTHONY AVENUE,RYER AVENUE,EAST  181 STREET,40.85443316152029,"{'type': 'Point', 'coordinates': [-73.90106219936887, 40.85443316152029]}",,,,Residential Building/House,,-73.90106219936887,MOBILE,BRONX,Unspecified,2020-03-18T12:10:25.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,EAST  181 STREET,,,45843527,1011620,250586
54,ADDRESS,DOT,Department of Transportation,1016030001,MANHATTAN,,,NEW YORK,2020-03-19T21:00:00.000,11 MANHATTAN,Street Condition,2020-03-18T00:25:52.000,5 AVENUE,MADISON AVENUE,Pothole,,,5 EAST   97 STREET,10029,,,,40.788426113440046,"{'type': 'Point', 'coordinates': [-73.95488475312116, 40.788426113440046]}",,,,,,-73.95488475312116,UNKNOWN,MANHATTAN,Unspecified,2020-03-19T21:00:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,EAST   97 STREET,,,45860776,996743,226525
55,ADDRESS,HPD,Department of Housing Preservation and Development,2029680014,BRONX,,,BRONX,2020-03-18T21:59:40.000,03 BRONX,HEAT/HOT WATER,2020-03-18T00:26:04.000,,,APARTMENT ONLY,,,1349 PROSPECT AVENUE,10459,,,,40.82993614307409,"{'type': 'Point', 'coordinates': [-73.89736588318102, 40.82993614307409]}",,,,RESIDENTIAL BUILDING,,-73.89736588318102,MOBILE,BRONX,Unspecified,2020-03-18T21:59:40.000,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,PROSPECT AVENUE,,,45851017,1012653,241662
56,,NYPD,New York City Police Department,2031220082,BRONX,,,BRONX,2020-03-18T07:17:43.000,06 BRONX,Illegal Parking,2020-03-18T00:26:18.000,HONEYWELL AVENUE,DALY AVENUE,Blocked Hydrant,,,915 EAST  178 STREET,10460,HONEYWELL AVENUE,DALY AVENUE,EAST  178 STREET,40.84280659007821,"{'type': 'Point', 'coordinates': [-73.8834385972023, 40.84280659007821]}",,,,,,-73.8834385972023,PHONE,BRONX,Unspecified,2020-03-18T11:17:47.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,EAST  178 STREET,,,45844477,1016501,246356
57,,NYPD,New York City Police Department,2033600070,BRONX,,,BRONX,2020-03-18T14:58:39.000,12 BRONX,Noise - Residential,2020-03-18T00:26:21.000,EAST GUN HILL ROAD,EAST  233 STREET,Banging/Pounding,,,3580 WEBSTER AVENUE,10467,EAST GUN HILL ROAD,EAST  233 STREET,WEBSTER AVENUE,40.88149019032669,"{'type': 'Point', 'coordinates': [-73.870373793066, 40.88149019032669]}",,,,Residential Building/House,,-73.870373793066,ONLINE,BRONX,Unspecified,2020-03-18T18:58:44.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,WEBSTER AVENUE,,,45849219,1020095,260455
58,,NYPD,New York City Police Department,2031560102,BRONX,,,BRONX,2020-03-18T07:54:28.000,05 BRONX,Noise - Residential,2020-03-18T00:26:49.000,EAST  180 STREET,EAST  181 STREET,Loud Music/Party,,,2096 GRAND CONCOURSE,10457,EAST  180 STREET,EAST  181 STREET,GRAND CONCOURSE,40.85404171989253,"{'type': 'Point', 'coordinates': [-73.90229543073254, 40.85404171989253]}",,,,Residential Building/House,,-73.90229543073254,MOBILE,BRONX,Unspecified,2020-03-18T11:54:30.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,GRAND CONCOURSE,,,45842705,1011279,250443
59,,NYPD,New York City Police Department,3004070007,BROOKLYN,,,BROOKLYN,2020-03-18T05:02:43.000,06 BROOKLYN,Noise - Residential,2020-03-18T00:28:42.000,3 AVENUE,4 AVENUE,Loud Talking,,,560 BALTIC STREET,11217,3 AVENUE,4 AVENUE,BALTIC STREET,40.68138830837548,"{'type': 'Point', 'coordinates': [-73.98294984823197, 40.68138830837548]}",,,,Residential Building/House,,-73.98294984823197,MOBILE,BROOKLYN,Unspecified,2020-03-18T09:02:47.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,BALTIC STREET,,,45847231,988979,187525
60,,NYPD,New York City Police Department,2040360028,BRONX,,,BRONX,2020-03-18T04:31:48.000,11 BRONX,Blocked Driveway,2020-03-18T00:29:19.000,VAN NEST AVENUE,MORRIS PARK AVENUE,No Access,,,1702 WALLACE AVENUE,10462,VAN NEST AVENUE,MORRIS PARK AVENUE,WALLACE AVENUE,40.844562702520285,"{'type': 'Point', 'coordinates': [-73.86300392100033, 40.844562702520285]}",,,,Street/Sidewalk,,-73.86300392100033,PHONE,BRONX,Unspecified,2020-03-18T08:32:02.000,The Police Department issued a summons in response to the complaint.,,Closed,WALLACE AVENUE,,,45848402,1022154,247004
61,,NYPD,New York City Police Department,1003900061,MANHATTAN,,,NEW YORK,2020-03-18T03:58:57.000,03 MANHATTAN,Noise - Street/Sidewalk,2020-03-18T00:30:52.000,AVENUE B,AVENUE C,Loud Music/Party,,,189 EAST    7 STREET,10009,AVENUE B,AVENUE C,EAST    7 STREET,40.72480187834029,"{'type': 'Point', 'coordinates': [-73.98054316575427, 40.72480187834029]}",,,,Street/Sidewalk,,-73.98054316575427,ONLINE,MANHATTAN,Unspecified,2020-03-18T07:59:01.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,EAST    7 STREET,,,45845372,989643,203342
62,,NYPD,New York City Police Department,1020830011,MANHATTAN,,,NEW YORK,2020-03-18T05:19:29.000,09 MANHATTAN,Noise - Residential,2020-03-18T00:31:00.000,AMSTERDAM AVENUE,BROADWAY,Loud Music/Party,,,533 WEST  151 STREET,10031,AMSTERDAM AVENUE,BROADWAY,WEST  151 STREET,40.82946682711496,"{'type': 'Point', 'coordinates': [-73.94587022597537, 40.82946682711496]}",,,,Residential Building/House,,-73.94587022597537,ONLINE,MANHATTAN,Unspecified,2020-03-18T09:19:36.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,WEST  151 STREET,,,45843494,999230,241479
63,ADDRESS,HPD,Department of Housing Preservation and Development,2037710014,BRONX,,,BRONX,2020-03-18T02:06:42.000,09 BRONX,HEAT/HOT WATER,2020-03-18T00:32:00.000,,,ENTIRE BUILDING,,,1226 EVERGREEN AVENUE,10472,,,,40.829541952438454,"{'type': 'Point', 'coordinates': [-73.88129736212076, 40.829541952438454]}",,,,RESIDENTIAL BUILDING,,-73.88129736212076,ONLINE,BRONX,Unspecified,2020-03-18T02:06:42.000,The Department of Housing Preservation and Development has closed this complaint administratively. More information can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,EVERGREEN AVENUE,,,45855125,1017100,241524
64,,NYPD,New York City Police Department,,MANHATTAN,,,,2020-03-18T02:05:52.000,Unspecified MANHATTAN,Noise - Vehicle,2020-03-18T00:32:54.000,ADAM CLAYTON POWELL BOULEVARD,FREDRICK DOUGLAS BOULEVARD,Engine Idling,,,WEST  111 STREET,10026,ADAM CLAYTON POWELL BOULEVARD,FREDRICK DOUGLAS BOULEVARD,,,,,,,,,,PHONE,MANHATTAN,Unspecified,2020-03-18T06:05:56.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,WEST  111 STREET,,,45848151,,
65,ADDRESS,DOB,Department of Buildings,4091320095,QUEENS,,,Ozone Park,2020-03-18T00:33:03.000,10 QUEENS,Building/Use,2020-03-18T00:33:03.000,,,Illegal Conversion Of Residential Building/Space,,,105-14 80 STREET,11417,,,,40.67892741358199,"{'type': 'Point', 'coordinates': [-73.85775233547467, 40.67892741358199]}",,,,,,-73.85775233547467,UNKNOWN,QUEENS,Unspecified,2020-03-18T00:00:00.000,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,,Open,80 STREET,,,45854890,1023705,186660
66,,NYPD,New York City Police Department,1022190009,MANHATTAN,,,NEW YORK,2020-03-18T01:41:09.000,12 MANHATTAN,Noise - Residential,2020-03-18T00:33:08.000,WEST  204 STREET,WEST  207 STREET,Loud Music/Party,,,115 POST AVENUE,10034,WEST  204 STREET,WEST  207 STREET,POST AVENUE,40.86444153537572,"{'type': 'Point', 'coordinates': [-73.9203353169902, 40.86444153537572]}",,,,Residential Building/House,,-73.9203353169902,ONLINE,MANHATTAN,Unspecified,2020-03-18T05:41:12.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,POST AVENUE,,,45846098,1006285,254227
67,,NYPD,New York City Police Department,3063310006,BROOKLYN,,,BROOKLYN,2020-03-18T02:47:07.000,11 BROOKLYN,Noise - Residential,2020-03-18T00:33:11.000,83 STREET,84 STREET,Loud Music/Party,,,8301 BAY PARKWAY,11214,83 STREET,84 STREET,BAY PARKWAY,40.603560922699764,"{'type': 'Point', 'coordinates': [-73.99211687990359, 40.603560922699764]}",,,,Residential Building/House,,-73.99211687990359,MOBILE,BROOKLYN,Unspecified,2020-03-18T06:47:13.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,BAY PARKWAY,,,45847222,986439,159170
68,,NYPD,New York City Police Department,3062060050,BROOKLYN,,,BROOKLYN,2020-03-18T01:26:36.000,11 BROOKLYN,Illegal Parking,2020-03-18T00:33:12.000,19 AVENUE,20 AVENUE,Blocked Hydrant,,,1961 74 STREET,11204,19 AVENUE,20 AVENUE,74 STREET,40.61201214353711,"{'type': 'Point', 'coordinates': [-73.99206185643911, 40.61201214353711]}",,,,Street/Sidewalk,,-73.99206185643911,ONLINE,BROOKLYN,Unspecified,2020-03-18T05:26:39.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,74 STREET,,,45849266,986454,162249
69,,NYPD,New York City Police Department,1020530026,MANHATTAN,,,NEW YORK,2020-03-18T05:22:36.000,09 MANHATTAN,Noise - Residential,2020-03-18T00:33:42.000,WEST  147 STREET,WEST  148 STREET,Loud Television,,,746 ST NICHOLAS AVENUE,10031,WEST  147 STREET,WEST  148 STREET,ST NICHOLAS AVENUE,40.82556551332304,"{'type': 'Point', 'coordinates': [-73.9436295662848, 40.82556551332304]}",,,,,,-73.9436295662848,PHONE,MANHATTAN,Unspecified,2020-03-18T09:22:39.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,ST NICHOLAS AVENUE,,,45846277,999851,240058
70,,NYPD,New York City Police Department,4005820115,QUEENS,,,ASTORIA,2020-03-18T01:27:53.000,01 QUEENS,Noise - Residential,2020-03-18T00:33:43.000,33 AVENUE,34 AVENUE,Banging/Pounding,,,33-34 29 STREET,11106,33 AVENUE,34 AVENUE,29 STREET,40.761445420026035,"{'type': 'Point', 'coordinates': [-73.92803543699262, 40.761445420026035]}",,,,Residential Building/House,,-73.92803543699262,ONLINE,QUEENS,Unspecified,2020-03-18T05:27:54.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,29 STREET,,,45848877,1004186,216700
71,,NYPD,New York City Police Department,,BROOKLYN,,,,2020-03-18T02:39:52.000,10 BROOKLYN,Noise - Commercial,2020-03-18T00:35:26.000,86 STREET,GOWANUS EXPRESSWAY,Car/Truck Horn,,,86 STREET,11209,86 STREET,GOWANUS EXPRESSWAY,,40.61972567639076,"{'type': 'Point', 'coordinates': [-74.02326605938528, 40.61972567639076]}",,,,Store/Commercial,,-74.02326605938528,PHONE,BROOKLYN,Unspecified,2020-03-18T06:39:54.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,86 STREET,,,45846299,977791,165060
72,ADDRESS,DEP,Department of Environmental Protection,5007660012,STATEN ISLAND,,,STATEN ISLAND,2020-03-18T07:05:00.000,02 STATEN ISLAND,Water System,2020-03-18T00:36:00.000,JULIE CT,WESTWOOD AVE,No Water (WNW),,,215 BRADLEY AVENUE,10314,,,,40.60634839539975,"{'type': 'Point', 'coordinates': [-74.13184344523552, 40.60634839539975]}",,,,,,-74.13184344523552,PHONE,STATEN ISLAND,Unspecified,2020-03-18T07:05:00.000,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",,Closed,BRADLEY AVENUE,,,45855423,947641,160213
73,INTERSECTION,DOT,Department of Transportation,,MANHATTAN,,,NEW YORK,2020-03-19T21:50:00.000,11 MANHATTAN,Street Condition,2020-03-18T00:36:10.000,,,Pothole,,,,10029,5 AVENUE,EAST 97 STREET,,40.78858546268302,"{'type': 'Point', 'coordinates': [-73.95528188275227, 40.78858546268302]}",,,,,,-73.95528188275227,UNKNOWN,MANHATTAN,Unspecified,2020-03-19T21:50:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,,,,45862406,996633,226583
74,,NYPD,New York City Police Department,4005070017,QUEENS,,,ASTORIA,2020-03-18T01:34:37.000,01 QUEENS,Noise - Street/Sidewalk,2020-03-18T00:36:27.000,BEND,12 STREET,Loud Music/Party,,,11-37 WELLING COURT,11102,BEND,12 STREET,WELLING COURT,40.77142807875784,"{'type': 'Point', 'coordinates': [-73.93262780917667, 40.77142807875784]}",,,,Street/Sidewalk,,-73.93262780917667,PHONE,QUEENS,Unspecified,2020-03-18T05:34:44.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,WELLING COURT,,,45846158,1002911,220336
