,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_address,location_city,location_state,location_type,location_zip,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
43,,NYPD,New York City Police Department,4121370020,QUEENS,,,JAMAICA,2020-03-23T04:16:29.000,12 QUEENS,Noise - Residential,2020-03-23T00:29:55.000,136 AVENUE,137 AVENUE,Banging/Pounding,,,153-90 ROCKAWAY BOULEVARD,11434,136 AVENUE,137 AVENUE,ROCKAWAY BOULEVARD,40.66869935983335,"{'type': 'Point', 'coordinates': [-73.78177483928981, 40.66869935983335]}",,,,Residential Building/House,,-73.78177483928981,MOBILE,QUEENS,Unspecified,2020-03-23T08:16:33.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,ROCKAWAY BOULEVARD,,,45875355,1044788,182977
44,,NYPD,New York City Police Department,5000110020,STATEN ISLAND,,,STATEN ISLAND,2020-03-23T03:08:56.000,01 STATEN ISLAND,Noise - Residential,2020-03-23T00:30:27.000,ACADEMY PLACE,ST MARKS PLACE,Loud Television,,,60 HAMILTON AVENUE,10301,ACADEMY PLACE,ST MARKS PLACE,HAMILTON AVENUE,40.644911304552586,"{'type': 'Point', 'coordinates': [-74.07968364057206, 40.644911304552586]}",,,,Residential Building/House,,-74.07968364057206,ONLINE,STATEN ISLAND,Unspecified,2020-03-23T07:09:00.000,The Police Department responded to the complaint but officers were unable to gain entry into the pre,,Closed,HAMILTON AVENUE,,,45875381,962137,174245
45,,NYPD,New York City Police Department,4036660007,QUEENS,,,RIDGEWOOD,,05 QUEENS,Illegal Parking,2020-03-23T00:31:18.000,73 STREET,73 PLACE,Commercial Overnight Parking,,,73-10 EDSALL AVENUE,11385,73 STREET,73 PLACE,EDSALL AVENUE,40.70651905688791,"{'type': 'Point', 'coordinates': [-73.87791322816744, 40.70651905688791]}",,,,Street/Sidewalk,,-73.87791322816744,MOBILE,QUEENS,Unspecified,,,,In Progress,EDSALL AVENUE,,,45875343,1018099,196704
46,,NYPD,New York City Police Department,4110850001,QUEENS,,,QUEENS VILLAGE,2020-03-23T00:37:52.000,13 QUEENS,Noise - Residential,2020-03-23T00:32:44.000,212 STREET,213 STREET,Banging/Pounding,,,212-11 102 AVENUE,11429,212 STREET,213 STREET,102 AVENUE,40.71286952752817,"{'type': 'Point', 'coordinates': [-73.74621150951677, 40.71286952752817]}",,,,Residential Building/House,,-73.74621150951677,MOBILE,QUEENS,Unspecified,2020-03-23T04:37:57.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,102 AVENUE,,,45875813,1054607,199096
47,,NYPD,New York City Police Department,4017790006,QUEENS,,,CORONA,2020-03-23T03:58:06.000,03 QUEENS,Noise - Residential,2020-03-23T00:33:00.000,108 STREET,111 STREET,Loud Talking,,,108-28 38 AVENUE,11368,108 STREET,111 STREET,38 AVENUE,40.75263622174187,"{'type': 'Point', 'coordinates': [-73.85849365692366, 40.75263622174187]}",,,,Residential Building/House,,-73.85849365692366,ONLINE,QUEENS,Unspecified,2020-03-23T07:58:11.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,38 AVENUE,,,45876500,1023456,213514
48,,NYPD,New York City Police Department,3039330036,BROOKLYN,,,BROOKLYN,2020-03-23T01:42:16.000,05 BROOKLYN,Noise - Residential,2020-03-23T00:35:42.000,ARLINGTON AVENUE,FULTON STREET,Loud Music/Party,,,130 HENDRIX STREET,11207,ARLINGTON AVENUE,FULTON STREET,HENDRIX STREET,40.67910372471698,"{'type': 'Point', 'coordinates': [-73.8910291155392, 40.67910372471698]}",,,,Residential Building/House,,-73.8910291155392,ONLINE,BROOKLYN,Unspecified,2020-03-23T05:42:18.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,HENDRIX STREET,,,45878368,1014475,186711
49,,DOT,Department of Transportation,,BRONX,,,,2020-03-23T15:53:58.000,04 BRONX,Street Condition,2020-03-23T00:35:57.000,WEST  163 STREET,WOODYCREST AVENUE,Blocked - Construction,,,WEST  163 STREET,10452,WEST  163 STREET,WOODYCREST AVENUE,,40.831900200234024,"{'type': 'Point', 'coordinates': [-73.92856270428858, 40.831900200234024]}",,,,Street,,-73.92856270428858,PHONE,BRONX,Unspecified,2020-03-23T19:54:02.000,The Department of Transportation inspected the condition you reported and found that the condition m,,Closed,WEST  163 STREET,,,45875398,1004019,242369
50,,DOHMH,Department of Health and Mental Hygiene,3041120060,BROOKLYN,,,BROOKLYN,,05 BROOKLYN,Smoking,2020-03-23T00:38:25.000,JAMAICA AVENUE,87 AVENUE,Cigarette Vending Machine,,,10 ELDERT LANE,11208,JAMAICA AVENUE,87 AVENUE,ELDERT LANE,40.69092332910453,"{'type': 'Point', 'coordinates': [-73.8680145630622, 40.69092332910453]}",,,,Restaurant/Bar/Deli/Bakery,,-73.8680145630622,ONLINE,BROOKLYN,Unspecified,,,,In Progress,ELDERT LANE,,,45876949,1020852,191026
51,,NYPD,New York City Police Department,4007390011,QUEENS,,,ASTORIA,2020-03-23T01:33:05.000,01 QUEENS,Noise - Residential,2020-03-23T00:39:49.000,30 AVENUE,31 AVENUE,Loud Music/Party,,,30-87 48 STREET,11103,30 AVENUE,31 AVENUE,48 STREET,40.758770576610026,"{'type': 'Point', 'coordinates': [-73.91030418712334, 40.758770576610026]}",,,,Residential Building/House,,-73.91030418712334,MOBILE,QUEENS,Unspecified,2020-03-23T05:33:07.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,48 STREET,,,45877791,1009099,215730
52,ADDRESS,DSNY,Brooklyn North 03,3016550068,BROOKLYN,,,BROOKLYN,2020-03-25T12:00:00.000,03 BROOKLYN,Missed Collection (All Materials),2020-03-23T00:41:00.000,LEWIS AVENUE,STUYVESANT AVENUE,1RG Missed Recycling Paper,,DSNY Garage,535 HANCOCK STREET,11233,,,,40.68439807360204,"{'type': 'Point', 'coordinates': [-73.93390558964788, 40.68439807360204]}",,,,Sidewalk,,-73.93390558964788,PHONE,BROOKLYN,Unspecified,2020-03-25T12:00:00.000,The Department of Sanitation investigated this complaint and found no condition at the location.,,Closed,HANCOCK STREET,,,45881750,1002581,188628
53,ADDRESS,DEP,Department of Environmental Protection,4161950055,QUEENS,,,Rockaway Park,2020-03-23T00:52:00.000,14 QUEENS,Sewer,2020-03-23T00:41:00.000,CRONSTON AVE,BEACH CHANNEL DR,Sewer Backup (Use Comments) (SA),,,534 BEACH  128 STREET,11694,,,,40.5806892422038,"{'type': 'Point', 'coordinates': [-73.84967073535064, 40.5806892422038]}",,,,,,-73.84967073535064,PHONE,QUEENS,Unspecified,2020-03-23T00:52:00.000,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",,Closed,BEACH  128 STREET,,,45883750,1026008,150873
54,,NYPD,New York City Police Department,1015570025,MANHATTAN,,,NEW YORK,2020-03-23T03:02:08.000,08 MANHATTAN,Noise - Residential,2020-03-23T00:41:11.000,2 AVENUE,1 AVENUE,Loud Music/Party,,,345 EAST   94 STREET,10128,2 AVENUE,1 AVENUE,EAST   94 STREET,40.78248586785229,"{'type': 'Point', 'coordinates': [-73.94693392063988, 40.78248586785229]}",,,,Residential Building/House,,-73.94693392063988,ONLINE,MANHATTAN,Unspecified,2020-03-23T07:02:10.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,EAST   94 STREET,,,45879310,998946,224362
55,,NYPD,New York City Police Department,2025110068,BRONX,,,BRONX,2020-03-23T06:37:48.000,04 BRONX,Noise - Residential,2020-03-23T00:41:11.000,WEST  162 STREET,WEST  163 STREET,Banging/Pounding,,,957 WOODYCREST AVENUE,10452,WEST  162 STREET,WEST  163 STREET,WOODYCREST AVENUE,40.8315271048226,"{'type': 'Point', 'coordinates': [-73.92886303221528, 40.8315271048226]}",,,,Residential Building/House,,-73.92886303221528,PHONE,BRONX,Unspecified,2020-03-23T10:37:54.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,WOODYCREST AVENUE,,,45879303,1003936,242233
56,,NYPD,New York City Police Department,4009030007,QUEENS,,,ASTORIA,2020-03-23T03:57:50.000,01 QUEENS,Abandoned Vehicle,2020-03-23T00:41:27.000,QN-NY CNTY SHORELINE,27 AVENUE,With License Plate,,,26-45 NINTH STREET,11102,QN-NY CNTY SHORELINE,27 AVENUE,9 STREET,40.77478095459539,"{'type': 'Point', 'coordinates': [-73.93061336684899, 40.77478095459539]}",,,,Street/Sidewalk,,-73.93061336684899,MOBILE,QUEENS,Unspecified,2020-03-23T07:57:55.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,NINTH STREET,,,45878763,1003468,221558
57,,NYPD,New York City Police Department,1021440011,MANHATTAN,,,NEW YORK,2020-03-23T01:35:28.000,12 MANHATTAN,Noise - Residential,2020-03-23T00:42:24.000,ST NICHOLAS AVENUE,WADSWORTH AVENUE,Loud Talking,,,615 WEST  176 STREET,10033,ST NICHOLAS AVENUE,WADSWORTH AVENUE,WEST  176 STREET,40.84633109241019,"{'type': 'Point', 'coordinates': [-73.93659644535875, 40.84633109241019]}",,,,Residential Building/House,,-73.93659644535875,ONLINE,MANHATTAN,Unspecified,2020-03-23T05:35:33.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,WEST  176 STREET,,,45877450,1001792,247625
58,,NYPD,New York City Police Department,3039330002,BROOKLYN,,,BROOKLYN,2020-03-23T05:36:45.000,05 BROOKLYN,Illegal Parking,2020-03-23T00:43:39.000,ARLINGTON AVENUE,FULTON STREET,Blocked Hydrant,,,79 VAN SICLEN AVENUE,11207,ARLINGTON AVENUE,FULTON STREET,VAN SICLEN AVENUE,40.678580204866215,"{'type': 'Point', 'coordinates': [-73.89180510970809, 40.678580204866215]}",,,,Street/Sidewalk,,-73.89180510970809,MOBILE,BROOKLYN,Unspecified,2020-03-23T09:36:48.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,VAN SICLEN AVENUE,,,45877662,1014260,186520
59,,NYPD,New York City Police Department,,BROOKLYN,,,BROOKLYN,2020-03-23T05:00:29.000,15 BROOKLYN,Traffic,2020-03-23T00:44:59.000,ORIENTAL BOULEVARD,DEAD END,Drag Racing,,,4378 OCEAN AVENUE,11235,ORIENTAL BOULEVARD,DEAD END,OCEAN AVENUE,40.57567823450968,"{'type': 'Point', 'coordinates': [-73.94692904059958, 40.57567823450968]}",,,,Street/Sidewalk,,-73.94692904059958,ONLINE,BROOKLYN,Unspecified,2020-03-23T09:00:35.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,OCEAN AVENUE,,,45877672,998993,149016
60,,DCA,Department of Consumer Affairs,4093400103,QUEENS,,,RICHMOND HILL,2020-03-25T15:06:43.000,09 QUEENS,Consumer Complaint,2020-03-23T00:45:37.000,132 STREET,132 STREET,Retail Store,,,132-06 JAMAICA AVENUE,11418,132 STREET,132 STREET,JAMAICA AVENUE,40.702134337257895,"{'type': 'Point', 'coordinates': [-73.8203603547679, 40.702134337257895]}",,,,,,-73.8203603547679,PHONE,QUEENS,Unspecified,2020-03-25T19:06:46.000,"Unfortunately, the behavior that you complained about does not violate any law or rule. As a result,",,Closed,JAMAICA AVENUE,,,45878087,1034059,195134
61,INTERSECTION,DOT,Department of Transportation,,MANHATTAN,,,NEW YORK,2020-03-24T21:47:00.000,10 MANHATTAN,Street Condition,2020-03-23T00:46:16.000,,,Pothole,,,,10027,LENOX AVENUE,WEST 125 STREET,,40.807772384239165,"{'type': 'Point', 'coordinates': [-73.94548329252599, 40.807772384239165]}",,,,,,-73.94548329252599,UNKNOWN,MANHATTAN,Unspecified,2020-03-24T21:47:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,,,,45886928,999342,233575
62,,NYPD,New York City Police Department,2032120082,BRONX,,,BRONX,2020-03-23T07:07:40.000,07 BRONX,Noise - Residential,2020-03-23T00:46:17.000,WEST  184 STREET,WEST FORDHAM ROAD,Banging/Pounding,,,2395 GRAND AVENUE,10468,WEST  184 STREET,WEST FORDHAM ROAD,GRAND AVENUE,40.861999961320336,"{'type': 'Point', 'coordinates': [-73.90390336603858, 40.861999961320336]}",,,,Residential Building/House,,-73.90390336603858,PHONE,BRONX,Unspecified,2020-03-23T11:07:43.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,GRAND AVENUE,,,45878735,1010831,253342
63,,NYPD,New York City Police Department,3006770001,BROOKLYN,,,BROOKLYN,2020-03-23T07:12:26.000,07 BROOKLYN,Abandoned Vehicle,2020-03-23T00:46:21.000,31 STREET,32 STREET,With License Plate,,,865 4 AVENUE,11232,31 STREET,32 STREET,4 AVENUE,40.65662892258725,"{'type': 'Point', 'coordinates': [-74.001996675469, 40.65662892258725]}",,,,Street/Sidewalk,,-74.001996675469,MOBILE,BROOKLYN,Unspecified,2020-03-23T11:12:32.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,4 AVENUE,,,45879254,983696,178504
64,ADDRESS,DEP,Department of Environmental Protection,4105900001,QUEENS,,,Queens Village,,08 QUEENS,Noise,2020-03-23T00:47:00.000,86 RD,FOOTHILL AVE,Noise: Construction Before/After Hours (NM1),,N/A,87-67 FRANCIS LEWIS BOULEVARD,11427,,,,40.72216627949607,"{'type': 'Point', 'coordinates': [-73.76040113336147, 40.72216627949607]}",,,,,,-73.76040113336147,ONLINE,QUEENS,Unspecified,2020-03-23T22:39:00.000,The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint.,,Started,FRANCIS LEWIS BOULEVARD,,,45882677,1050664,202472
65,ADDRESS,DOT,Department of Transportation,1007677505,MANHATTAN,,,NEW YORK,2020-03-24T22:25:00.000,04 MANHATTAN,Street Condition,2020-03-23T00:47:17.000,7 AVENUE,8 AVENUE,Pothole,,,206 WEST   18 STREET,10011,,,,40.74128027097171,"{'type': 'Point', 'coordinates': [-73.99841217794183, 40.74128027097171]}",,,,,,-73.99841217794183,UNKNOWN,MANHATTAN,Unspecified,2020-03-24T22:25:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,WEST   18 STREET,,,45886200,984690,209345
66,ADDRESS,DOT,Department of Transportation,1019250005,MANHATTAN,,,NEW YORK,2020-03-24T22:37:00.000,10 MANHATTAN,Street Condition,2020-03-23T00:48:27.000,WEST  119 STREET,WEST  120 STREET,Pothole,,,185 ST NICHOLAS AVENUE,10026,,,,40.806095853791454,"{'type': 'Point', 'coordinates': [-73.95283188286473, 40.806095853791454]}",,,,,,-73.95283188286473,UNKNOWN,MANHATTAN,Unspecified,2020-03-24T22:37:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,ST NICHOLAS AVENUE,,,45887731,997308,232963
67,,NYPD,New York City Police Department,2028320008,BRONX,,,BRONX,2020-03-23T01:57:25.000,04 BRONX,Noise - Residential,2020-03-23T00:48:34.000,EAST  170 STREET,EAST  171 STREET,Loud Music/Party,,,1420 GRAND CONCOURSE,10456,EAST  170 STREET,EAST  171 STREET,GRAND CONCOURSE,40.83924842108658,"{'type': 'Point', 'coordinates': [-73.9134482849396, 40.83924842108658]}",,,,Residential Building/House,,-73.9134482849396,MOBILE,BRONX,Unspecified,2020-03-23T05:57:27.000,The Police Department responded to the complaint but officers were unable to gain entry into the pre,,Closed,GRAND CONCOURSE,,,45878893,1008199,245050
68,,NYPD,New York City Police Department,2028320008,BRONX,,,BRONX,2020-03-23T01:57:10.000,04 BRONX,Noise - Residential,2020-03-23T00:49:33.000,EAST  170 STREET,EAST  171 STREET,Banging/Pounding,,,1420 GRAND CONCOURSE,10456,EAST  170 STREET,EAST  171 STREET,GRAND CONCOURSE,40.83924842108658,"{'type': 'Point', 'coordinates': [-73.9134482849396, 40.83924842108658]}",,,,Residential Building/House,,-73.9134482849396,MOBILE,BRONX,Unspecified,2020-03-23T05:57:13.000,The Police Department responded to the complaint but officers were unable to gain entry into the pre,,Closed,GRAND CONCOURSE,,,45878330,1008199,245050
69,ADDRESS,DOT,Department of Transportation,1019310036,MANHATTAN,,,NEW YORK,2020-03-24T23:50:00.000,10 MANHATTAN,Street Condition,2020-03-23T00:49:48.000,WEST  125 STREET,WEST  126 STREET,Pothole,,,2116 7 AVENUE,10027,,,,40.80949447054362,"{'type': 'Point', 'coordinates': [-73.94795997854453, 40.80949447054362]}",,,,,,-73.94795997854453,UNKNOWN,MANHATTAN,Unspecified,2020-03-24T23:50:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,7 AVENUE,,,45888495,998656,234202
70,,NYPD,New York City Police Department,2028320008,BRONX,,,BRONX,2020-03-23T01:56:51.000,04 BRONX,Noise - Residential,2020-03-23T00:50:42.000,EAST  170 STREET,EAST  171 STREET,Loud Talking,,,1420 GRAND CONCOURSE,10456,EAST  170 STREET,EAST  171 STREET,GRAND CONCOURSE,40.83924842108658,"{'type': 'Point', 'coordinates': [-73.9134482849396, 40.83924842108658]}",,,,Residential Building/House,,-73.9134482849396,MOBILE,BRONX,Unspecified,2020-03-23T05:56:53.000,The Police Department responded to the complaint but officers were unable to gain entry into the pre,,Closed,GRAND CONCOURSE,,,45878844,1008199,245050
71,,DCA,Department of Consumer Affairs,3034230001,BROOKLYN,,,BROOKLYN,2020-03-25T12:36:00.000,04 BROOKLYN,Consumer Complaint,2020-03-23T00:51:52.000,COVERT STREET,SCHAEFER STREET,Retail Store,,,601 CENTRAL AVENUE,11207,COVERT STREET,SCHAEFER STREET,CENTRAL AVENUE,40.68888247056644,"{'type': 'Point', 'coordinates': [-73.90896307101225, 40.68888247056644]}",,,,Commercial Building,,-73.90896307101225,ONLINE,BROOKLYN,Unspecified,2020-03-25T16:36:03.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,CENTRAL AVENUE,,,45877537,1009497,190268
72,,NYPD,New York City Police Department,5007060001,STATEN ISLAND,,,STATEN ISLAND,2020-03-23T02:55:06.000,02 STATEN ISLAND,Noise - Residential,2020-03-23T00:52:57.000,AREA PLACE,MANOR ROAD,Loud Music/Party,,,275 WESTWOOD AVENUE,10314,AREA PLACE,MANOR ROAD,WESTWOOD AVENUE,40.60642980805936,"{'type': 'Point', 'coordinates': [-74.12017506645886, 40.60642980805936]}",,,,Residential Building/House,,-74.12017506645886,ONLINE,STATEN ISLAND,Unspecified,2020-03-23T06:55:10.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,WESTWOOD AVENUE,,,45877082,950881,160238
73,,DCA,Department of Consumer Affairs,3041850062,BROOKLYN,,,BROOKLYN,2020-03-25T12:36:03.000,05 BROOKLYN,Consumer Complaint,2020-03-23T00:54:48.000,LIBERTY AVENUE,DREW STREET,Retail Store,,,35 101 AVENUE,11208,LIBERTY AVENUE,DREW STREET,101 AVENUE,40.67933777903151,"{'type': 'Point', 'coordinates': [-73.86343347471168, 40.67933777903151]}",,,,Commercial Building,,-73.86343347471168,ONLINE,BROOKLYN,Unspecified,2020-03-25T16:36:05.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,101 AVENUE,,,45877560,1022129,186807
74,,NYPD,New York City Police Department,2033100028,BRONX,,,BRONX,2020-03-23T07:07:22.000,07 BRONX,Noise - Residential,2020-03-23T00:55:48.000,BEDFORD PARK BOULEVARD,EAST  204 STREET,Loud Music/Party,,,3106 VILLA AVENUE,10468,BEDFORD PARK BOULEVARD,EAST  204 STREET,VILLA AVENUE,40.87458904286927,"{'type': 'Point', 'coordinates': [-73.88776538226446, 40.87458904286927]}",,,,,,-73.88776538226446,PHONE,BRONX,Unspecified,2020-03-23T11:07:24.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,VILLA AVENUE,,,45877624,1015289,257934
75,,NYPD,New York City Police Department,2032500071,BRONX,,,BRONX,2020-03-23T04:15:57.000,08 BRONX,Noise - Residential,2020-03-23T00:56:50.000,WEST  197 STREET,RESERVOIR AVENUE,Loud Television,,,2856 WEBB AVENUE,10468,WEST  197 STREET,RESERVOIR AVENUE,WEBB AVENUE,40.87336297316026,"{'type': 'Point', 'coordinates': [-73.90062182502744, 40.87336297316026]}",,,,Residential Building/House,,-73.90062182502744,ONLINE,BRONX,Unspecified,2020-03-23T08:16:02.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,WEBB AVENUE,,,45878184,1011734,257483
